filename, score
114.202933_30.547243_90_0, 44
114.228884_30.599803_0_0, 50
114.171489_30.659112_270_0, 10
114.176619_30.575702_180_0, 30
114.238143_30.511066_180_0, 60
114.192408_30.624110_180_0, 50
114.164625_30.677969_0_0, 44
114.135496_30.620479_0_0, 37
114.041303_30.710437_180_0, 80
114.156388_30.592249_270_0, 80
114.197393_30.597059_270_0, 28
114.187284_30.525294_180_0, 70
114.194490_30.598545_180_0, 36
114.189820_30.535802_0_0, 53
114.233429_30.654654_0_0, 52
114.226732_30.615394_270_0, 65
113.992213_30.793389_270_0, 50
114.058966_30.640386_0_0, 63
114.137288_30.625097_90_0, 54
114.239232_30.511706_0_0, 70
114.218160_30.516425_90_0, 60
114.194937_30.517832_180_0, 34
114.142671_30.657843_180_0, 31
114.194106_30.533983_180_0, 38
114.218076_30.555794_180_0, 38
114.203916_30.593703_90_0, 32
114.213487_30.489745_180_0, 51
114.145242_30.674836_0_0, 49
114.210111_30.547692_180_0, 31
114.169481_30.652970_90_0, 70
114.040054_30.745635_90_0, 70
114.042824_30.780859_270_0, 60
114.196813_30.520157_90_0, 46
114.212465_30.557164_0_0, 33
114.225765_30.637228_0_0, 60
114.127264_30.724626_180_0, 33
114.240831_30.500572_0_0, 20
114.234360_30.659063_180_0, 60
114.164983_30.580278_0_0, 44
114.041556_30.771751_270_0, 49
114.027753_30.652314_180_0, 46
114.138040_30.597194_0_0, 38
114.041354_30.734862_180_0, 90
114.082149_30.620837_270_0, 57
114.151680_30.676135_180_0, 48
114.140780_30.597313_90_0, 35
114.214522_30.596617_0_0, 58
114.240199_30.633185_90_0, 66
114.139386_30.608897_180_0, 30
114.138390_30.606924_180_0, 51
114.123712_30.583778_180_0, 70
114.202965_30.571249_0_0, 20
114.214163_30.663237_90_0, 70
114.158525_30.683524_90_0, 40
114.129449_30.617195_0_0, 30
114.024028_30.643329_90_0, 46
114.206947_30.501587_270_0, 49
114.151178_30.590591_90_0, 70
114.052714_30.595988_180_0, 70
114.185646_30.521890_0_0, 60
114.165801_30.560940_0_0, 20
114.171701_30.546657_180_0, 10
114.168019_30.586779_90_0, 30
114.040408_30.697867_270_0, 31
114.193690_30.570513_90_0, 31
114.158320_30.576248_0_0, 55
114.127601_30.565641_90_0, 47
113.995338_30.689628_0_0, 60
114.193560_30.641276_90_0, 60
114.170563_30.617241_90_0, 32
114.225493_30.527437_90_0, 20
114.217106_30.423591_180_0, 20
114.225366_30.662524_180_0, 55
114.161175_30.653624_0_0, 60
114.041179_30.769051_180_0, 60
114.240816_30.594745_180_0, 20
114.170540_30.621953_180_0, 20
114.143371_30.609062_90_0, 20
114.198381_30.589197_270_0, 44
114.229135_30.427239_270_0, 30
114.142563_30.677285_180_0, 58
114.140496_30.682803_90_0, 59
113.988870_30.705169_270_0, 26
114.138712_30.571601_90_0, 50
114.231932_30.493871_180_0, 48
114.235912_30.649111_270_0, 53
113.983041_30.708056_270_0, 60
114.171881_30.612915_270_0, 47
114.089928_30.624501_0_0, 60
114.144849_30.719415_0_0, 70
114.200941_30.575779_90_0, 70
114.211719_30.586828_270_0, 40
114.214264_30.570903_90_0, 37
114.153808_30.719398_0_0, 42
114.169287_30.589650_180_0, 51
114.165713_30.582042_180_0, 39
114.142822_30.552983_180_0, 20
114.238689_30.630321_180_0, 50
114.235074_30.508063_270_0, 39
114.124378_30.622798_90_0, 43
114.227640_30.426213_180_0, 10
114.238348_30.645449_180_0, 49
114.170724_30.646871_90_0, 48
114.225211_30.507958_0_0, 42
114.214514_30.581531_270_0, 32
114.101278_30.626130_180_0, 46
114.148350_30.618044_180_0, 50
114.238417_30.584335_0_0, 48
114.169277_30.591559_270_0, 40
114.201294_30.587526_270_0, 50
114.225589_30.515653_90_0, 45
114.239232_30.511706_180_0, 42
114.219488_30.671550_270_0, 49
114.124598_30.619088_270_0, 29
114.189730_30.728483_270_0, 80
114.173317_30.537374_0_0, 70
114.232692_30.552235_180_0, 50
114.229274_30.593890_270_0, 50
114.139328_30.623868_180_0, 42
114.196781_30.590092_0_0, 30
114.187846_30.400117_90_0, 28
114.225405_30.651555_270_0, 58
114.223096_30.554196_270_0, 10
114.089980_30.623600_90_0, 59
114.186259_30.586919_90_0, 52
114.178921_30.672995_180_0, 56
114.226934_30.555037_0_0, 41
114.132293_30.713124_90_0, 90
114.231756_30.647353_0_0, 60
114.224074_30.477597_90_0, 70
114.229334_30.636375_270_0, 48
114.191137_30.624497_0_0, 52
114.167765_30.548950_180_0, 54
114.103447_30.600420_0_0, 60
114.044445_30.812523_180_0, 70
114.195594_30.597964_270_0, 38
114.150791_30.613628_0_0, 47
114.081755_30.626284_90_0, 57
114.169931_30.597181_180_0, 35
114.209708_30.542249_270_0, 34
114.169794_30.605455_0_0, 38
114.141250_30.558168_270_0, 44
114.172492_30.605375_270_0, 60
114.111385_30.700460_0_0, 64
114.024677_30.642695_180_0, 70
114.216223_30.580471_0_0, 60
114.206800_30.525484_0_0, 54
114.166360_30.576210_0_0, 47
114.150746_30.614601_90_0, 33
114.221445_30.490338_180_0, 36
114.224390_30.548147_90_0, 20
114.234495_30.629148_180_0, 47
114.026480_30.653590_180_0, 54
114.153822_30.557223_180_0, 32
114.207363_30.567136_180_0, 50
114.210926_30.534820_0_0, 60
114.233406_30.492808_180_0, 36
114.169472_30.625869_0_0, 56
114.133438_30.676854_0_0, 63
114.047546_30.656213_180_0, 80
114.185028_30.587248_180_0, 60
114.055339_30.610931_90_0, 60
114.142281_30.558652_180_0, 45
114.203580_30.527140_0_0, 61
114.188165_30.529858_0_0, 20
114.195423_30.641201_270_0, 10
114.151462_30.632675_180_0, 47
114.085557_30.691299_0_0, 56
114.150535_30.623767_180_0, 60
114.197306_30.583985_270_0, 60
114.216538_30.514273_180_0, 50
114.229214_30.447605_0_0, 33
114.187066_30.605362_270_0, 55
114.223231_30.660742_180_0, 42
114.223207_30.546164_180_0, 10
114.216254_30.572776_0_0, 55
114.151683_30.677323_180_0, 47
114.127928_30.595374_270_0, 38
114.241128_30.572665_180_0, 51
114.201654_30.594896_180_0, 60
114.220112_30.584831_0_0, 50
114.061056_30.638891_180_0, 59
114.226635_30.688344_0_0, 60
114.141939_30.617551_0_0, 33
114.144138_30.558814_90_0, 61
114.230295_30.440081_180_0, 47
114.143738_30.573611_0_0, 54
114.208762_30.557622_180_0, 10
114.180415_30.517440_270_0, 35
114.188084_30.588012_180_0, 60
114.215926_30.493800_180_0, 55
114.198195_30.491705_180_0, 70
114.187021_30.624517_90_0, 60
114.234929_30.444996_90_0, 10
114.225765_30.621724_180_0, 60
114.197564_30.505400_180_0, 60
114.054872_30.638725_180_0, 70
114.228300_30.437584_180_0, 52
114.219154_30.525941_180_0, 29
114.066501_30.635420_90_0, 62
113.858274_30.727782_270_0, 68
114.090758_30.618873_270_0, 49
114.232168_30.687147_270_0, 70
114.209465_30.599555_270_0, 49
114.079360_30.598131_180_0, 70
114.153522_30.629289_90_0, 59
114.213644_30.592073_180_0, 46
114.053101_30.618599_90_0, 61
114.202002_30.528081_270_0, 41
114.140549_30.675401_90_0, 60
114.223567_30.508770_0_0, 20
114.169537_30.616659_90_0, 44
114.185263_30.523650_180_0, 20
114.138098_30.647763_0_0, 50
114.106028_30.617055_270_0, 47
114.058360_30.608586_180_0, 59
114.168506_30.552032_90_0, 65
114.230976_30.687416_90_0, 70
114.169039_30.589298_270_0, 10
114.187516_30.537211_0_0, 44
114.169725_30.574940_90_0, 30
114.083887_30.690590_180_0, 50
114.149857_30.558917_90_0, 45
114.166029_30.584619_90_0, 53
114.192535_30.686099_0_0, 20
114.204729_30.549847_0_0, 30
114.174169_30.568278_0_0, 30
114.211559_30.565079_90_0, 32
114.226550_30.557553_270_0, 30
114.191909_30.599893_270_0, 33
114.096176_30.618216_90_0, 58
114.221040_30.597540_270_0, 50
114.204405_30.432555_90_0, 10
114.067913_30.596047_180_0, 70
114.144273_30.609099_270_0, 20
114.224872_30.632718_90_0, 50
114.209252_30.505312_90_0, 70
114.205748_30.500181_90_0, 40
114.089893_30.601671_270_0, 70
114.206329_30.592498_0_0, 32
114.223172_30.656789_180_0, 47
113.988741_30.728491_180_0, 60
114.144469_30.578592_180_0, 10
114.208327_30.412500_90_0, 20
114.208562_30.557684_0_0, 20
114.133652_30.612882_270_0, 29
114.233473_30.551975_270_0, 37
114.048917_30.613494_90_0, 70
114.170699_30.545801_90_0, 38
114.185687_30.506106_0_0, 60
114.196781_30.590092_270_0, 52
114.044750_30.797976_270_0, 70
114.188789_30.624146_270_0, 59
114.143254_30.558873_0_0, 20
114.192050_30.678700_180_0, 54
114.211924_30.587732_0_0, 60
114.144313_30.698478_0_0, 10
114.205180_30.550679_90_0, 20
114.132987_30.622506_0_0, 30
114.139160_30.659723_180_0, 70
114.156830_30.585247_0_0, 20
114.161997_30.680524_270_0, 43
114.239905_30.512665_270_0, 36
114.205165_30.526257_270_0, 30
114.154801_30.719146_180_0, 20
114.240669_30.596348_180_0, 50
114.185431_30.611226_0_0, 34
114.039921_30.759237_270_0, 70
114.235891_30.629967_180_0, 60
114.190193_30.590437_0_0, 50
114.196700_30.586844_270_0, 10
114.202917_30.501916_270_0, 40
114.201451_30.513548_90_0, 55
114.202637_30.599535_270_0, 10
114.240328_30.554322_270_0, 32
114.208463_30.557774_180_0, 10
114.214800_30.512137_0_0, 50
114.179587_30.606271_90_0, 40
114.060326_30.639462_90_0, 65
114.208968_30.571332_270_0, 43
114.166053_30.561041_90_0, 39
114.231900_30.604504_90_0, 47
114.143544_30.635636_270_0, 20
114.114954_30.669077_90_0, 57
114.177919_30.666203_0_0, 34
114.230264_30.590802_90_0, 54
114.140795_30.617499_90_0, 34
114.229349_30.594393_90_0, 39
114.041160_30.708634_90_0, 70
114.117061_30.646534_0_0, 70
114.174898_30.627374_0_0, 54
114.136240_30.597116_180_0, 42
114.139024_30.596165_0_0, 70
114.217137_30.559900_180_0, 36
114.228112_30.570078_270_0, 36
114.039690_30.754729_90_0, 54
114.176403_30.612334_270_0, 44
114.208969_30.571398_270_0, 40
114.152816_30.675001_180_0, 61
114.039726_30.750138_270_0, 49
114.154801_30.719146_0_0, 58
114.122691_30.677902_90_0, 66
114.233384_30.502953_0_0, 41
114.228873_30.552537_90_0, 32
114.170142_30.609778_0_0, 24
114.118418_30.702276_180_0, 20
114.189504_30.402586_90_0, 20
114.181658_30.514257_90_0, 20
114.215632_30.444182_270_0, 37
114.217210_30.503400_90_0, 60
114.206744_30.571002_0_0, 10
114.234642_30.449031_180_0, 30
114.115639_30.586074_90_0, 48
114.150647_30.616770_90_0, 20
114.191732_30.531036_180_0, 10
114.042077_30.775478_0_0, 70
114.129019_30.619207_90_0, 20
114.195864_30.609874_0_0, 10
114.149119_30.617899_180_0, 20
114.225346_30.663436_0_0, 47
114.206995_30.676903_90_0, 58
114.239739_30.607200_90_0, 50
114.235864_30.517315_0_0, 70
114.148808_30.589279_180_0, 70
114.225325_30.664339_90_0, 55
113.967992_30.714030_90_0, 70
114.202723_30.628110_90_0, 50
113.993533_30.692809_90_0, 52
114.225425_30.652463_90_0, 56
114.160672_30.583670_90_0, 52
114.041170_30.707717_270_0, 60
114.184571_30.513611_0_0, 67
114.041623_30.682588_90_0, 67
114.223429_30.606442_270_0, 0
114.146078_30.558861_270_0, 46
114.195152_30.416069_270_0, 32
114.223630_30.668415_90_0, 65
114.170135_30.589128_180_0, 29
114.117886_30.625592_90_0, 45
114.225997_30.434676_0_0, 20
114.233390_30.503935_90_0, 0
114.146406_30.613569_90_0, 20
114.107150_30.612496_180_0, 42
114.203966_30.632570_90_0, 46
114.075399_30.603207_0_0, 57
114.224339_30.428439_180_0, 0
114.229635_30.572712_270_0, 45
114.197332_30.535242_270_0, 0
114.236589_30.452290_180_0, 20
114.167725_30.568501_180_0, 47
114.213019_30.509953_270_0, 70
114.082056_30.621764_180_0, 70
114.198429_30.540166_180_0, 70
114.120464_30.616639_180_0, 60
114.236532_30.564549_0_0, 70
114.042577_30.779075_180_0, 80
114.210703_30.545306_90_0, 70
114.165240_30.621220_270_0, 45
114.196151_30.598705_0_0, 34
114.240670_30.513745_0_0, 60
114.165992_30.641998_180_0, 29
114.213644_30.592073_0_0, 53
114.052320_30.612280_0_0, 0
114.210967_30.417733_180_0, 30
114.207581_30.554963_180_0, 20
113.952042_30.694956_90_0, 60
114.128959_30.617185_90_0, 50
114.182575_30.597855_270_0, 54
114.166918_30.584299_90_0, 31
114.174383_30.672856_270_0, 50
114.178392_30.627004_270_0, 50
114.220722_30.597478_0_0, 50
114.225475_30.657789_270_0, 40
114.170493_30.621978_0_0, 38
114.052213_30.606850_90_0, 55
114.051118_30.642516_180_0, 50
114.226550_30.557553_0_0, 48
114.180274_30.667550_270_0, 26
114.139773_30.700224_90_0, 54
114.170142_30.609778_180_0, 20
114.137049_30.677063_180_0, 52
114.240816_30.594745_90_0, 60
114.163098_30.603673_180_0, 55
114.128059_30.677490_270_0, 70
114.133568_30.614250_270_0, 37
114.147566_30.636999_270_0, 53
114.185349_30.625552_270_0, 49
114.072932_30.686356_180_0, 54
114.056826_30.586885_270_0, 54
114.128321_30.593804_0_0, 51
114.233447_30.503940_90_0, 62
114.233384_30.502953_90_0, 46
114.223828_30.488844_90_0, 39
114.204474_30.548838_0_0, 35
113.962099_30.716186_0_0, 69
114.088046_30.692384_180_0, 51
114.229264_30.636391_0_0, 42
114.153061_30.650563_270_0, 55
114.063910_30.619834_180_0, 38
114.040500_30.741123_90_0, 70
114.178377_30.576065_180_0, 38
114.192629_30.572732_180_0, 10
114.208877_30.558718_0_0, 10
114.207663_30.525196_270_0, 60
114.192615_30.408219_90_0, 41
114.224805_30.498772_270_0, 50
114.198993_30.514922_270_0, 60
114.161712_30.716805_0_0, 48
114.211304_30.545990_270_0, 50
114.138178_30.648662_0_0, 70
114.133005_30.620375_270_0, 22
114.210394_30.508166_90_0, 63
114.152836_30.591323_180_0, 47
114.178377_30.576065_90_0, 51
114.167215_30.575921_90_0, 29
114.182408_30.600104_270_0, 45
114.209481_30.675837_90_0, 55
114.232961_30.633065_90_0, 43
114.064073_30.636613_180_0, 54
114.139947_30.657806_180_0, 49
114.223579_30.476848_90_0, 56
114.219947_30.615838_180_0, 36
114.075104_30.615999_90_0, 44
114.161971_30.576569_270_0, 56
114.192168_30.508746_180_0, 60
114.146102_30.618068_0_0, 43
114.230295_30.619754_270_0, 48
114.169307_30.590472_0_0, 44
114.165989_30.593268_90_0, 55
114.117711_30.616553_90_0, 43
114.159237_30.576340_270_0, 55
114.205351_30.409607_180_0, 10
114.226435_30.446450_0_0, 10
114.241025_30.519799_0_0, 45
114.144121_30.617839_0_0, 40
114.241281_30.575617_270_0, 41
114.174812_30.583644_180_0, 39
114.158954_30.580441_180_0, 20
114.205309_30.677626_0_0, 61
114.229214_30.447605_270_0, 24
114.155514_30.557898_180_0, 10
114.231313_30.603825_90_0, 35
114.168675_30.588796_90_0, 30
114.172320_30.670122_90_0, 10
114.114041_30.655959_270_0, 70
114.222705_30.669966_180_0, 60
114.049766_30.613186_90_0, 70
114.235272_30.542167_0_0, 70
113.998085_30.684891_0_0, 50
114.201654_30.594896_270_0, 50
114.124713_30.617155_270_0, 60
114.178428_30.674979_270_0, 36
114.164964_30.617463_270_0, 70
114.204111_30.694883_180_0, 60
114.030296_30.649754_0_0, 10
114.198902_30.535552_180_0, 20
114.003616_30.676685_90_0, 64
114.146246_30.677302_90_0, 58
114.192037_30.624515_180_0, 42
114.125117_30.612402_180_0, 41
114.054859_30.642200_90_0, 59
114.173432_30.545635_180_0, 20
114.171368_30.617643_90_0, 53
114.169684_30.568447_270_0, 51
114.233531_30.632076_270_0, 50
114.232139_30.489424_0_0, 58
114.159845_30.644960_0_0, 57
114.133507_30.615246_0_0, 44
114.170016_30.547643_90_0, 49
114.234041_30.449675_270_0, 24
114.139348_30.591860_180_0, 51
114.240014_30.646158_180_0, 46
114.181283_30.526114_180_0, 80
114.230205_30.447704_270_0, 28
114.119732_30.626646_0_0, 90
114.154108_30.540689_90_0, 20
114.165179_30.708897_270_0, 35
114.221253_30.558823_270_0, 37
114.156110_30.602112_180_0, 39
114.185495_30.523492_180_0, 32
113.850236_30.728384_270_0, 70
114.203816_30.565618_90_0, 35
113.988685_30.749361_270_0, 49
114.241342_30.561807_270_0, 46
114.140133_30.691949_90_0, 60
114.219481_30.572400_270_0, 53
114.162159_30.586655_180_0, 46
114.203039_30.598734_90_0, 10
114.143719_30.623763_180_0, 50
114.129604_30.706102_180_0, 61
114.142546_30.699093_270_0, 20
114.128874_30.586794_0_0, 60
114.153391_30.576791_270_0, 41
114.217060_30.468267_270_0, 52
114.210885_30.562919_0_0, 10
114.176152_30.564668_270_0, 37
114.220111_30.555417_90_0, 29
114.084367_30.615027_0_0, 44
114.213603_30.495258_90_0, 59
114.182194_30.519556_0_0, 48
114.157764_30.599190_270_0, 48
114.211567_30.565567_0_0, 31
114.138178_30.648662_90_0, 70
114.154362_30.582310_270_0, 20
114.041684_30.772660_90_0, 55
114.180730_30.595375_90_0, 20
114.056595_30.641988_180_0, 56
114.234311_30.572804_0_0, 10
114.237746_30.455460_0_0, 24
114.000559_30.697947_180_0, 52
114.224348_30.547141_270_0, 20
114.183155_30.520692_90_0, 30
113.951135_30.696573_90_0, 70
114.196805_30.505881_270_0, 60
114.138649_30.601016_90_0, 49
114.205164_30.528764_90_0, 10
114.145408_30.613383_270_0, 23
114.129994_30.711701_270_0, 58
114.123742_30.582876_180_0, 68
114.168907_30.589318_90_0, 20
114.189776_30.582696_270_0, 70
114.215949_30.650098_270_0, 60
114.170142_30.609778_90_0, 28
114.126309_30.637969_0_0, 60
114.211118_30.439130_180_0, 32
114.206394_30.532373_0_0, 24
114.152758_30.612628_180_0, 10
114.219842_30.491343_180_0, 20
114.202002_30.528081_90_0, 53
114.206054_30.551447_90_0, 20
114.182307_30.509600_90_0, 44
114.157018_30.620298_270_0, 30
114.221198_30.428662_270_0, 37
114.097604_30.626569_0_0, 70
114.231157_30.604016_270_0, 46
114.186847_30.397655_270_0, 29
114.217347_30.565602_270_0, 56
114.147550_30.629073_0_0, 46
114.099758_30.697142_90_0, 80
114.163117_30.657100_90_0, 80
114.200633_30.503418_270_0, 70
114.221724_30.597909_0_0, 10
114.173924_30.618456_270_0, 47
114.215399_30.512879_180_0, 50
114.233303_30.620662_0_0, 50
114.150050_30.622796_180_0, 36
114.171193_30.688269_0_0, 80
114.168019_30.586779_270_0, 46
114.138798_30.599129_270_0, 50
114.142123_30.556212_0_0, 20
114.148808_30.589279_0_0, 80
114.230756_30.552462_0_0, 36
114.171440_30.543387_90_0, 30
114.139861_30.597273_180_0, 41
114.200389_30.604609_270_0, 30
114.085325_30.595738_90_0, 70
114.234639_30.586773_180_0, 60
114.228112_30.570078_180_0, 50
114.214857_30.422536_180_0, 70
114.151133_30.608788_90_0, 26
114.144138_30.558814_270_0, 42
114.188822_30.588852_0_0, 34
114.223683_30.431764_0_0, 51
113.988690_30.747556_270_0, 51
114.200124_30.524750_90_0, 41
114.114124_30.667478_270_0, 59
114.076523_30.631184_0_0, 47
114.194077_30.411577_90_0, 29
114.215641_30.504562_90_0, 58
114.141595_30.625378_270_0, 38
114.216126_30.672990_270_0, 51
114.141746_30.657831_270_0, 50
114.064012_30.636762_180_0, 60
114.171170_30.626579_180_0, 70
114.147151_30.571585_180_0, 50
114.163770_30.576541_270_0, 56
114.172611_30.546120_90_0, 64
114.081049_30.597421_90_0, 80
114.164907_30.712546_90_0, 44
114.220583_30.445345_180_0, 35
114.197781_30.609627_180_0, 20
114.183745_30.521398_270_0, 70
114.142396_30.717692_180_0, 70
114.151025_30.657946_180_0, 10
114.156705_30.672785_90_0, 51
114.225423_30.660061_0_0, 47
114.227123_30.479571_270_0, 48
114.166699_30.621569_270_0, 70
114.137569_30.620453_90_0, 35
114.120406_30.616690_0_0, 46
114.163227_30.618225_180_0, 53
114.207285_30.569765_270_0, 34
114.219735_30.606876_90_0, 21
114.170561_30.574611_0_0, 20
114.133791_30.626509_270_0, 42
114.113540_30.661351_180_0, 62
114.169472_30.625869_90_0, 70
114.172115_30.540868_0_0, 43
114.213602_30.582995_180_0, 40
114.165238_30.628812_180_0, 49
114.008097_30.692179_180_0, 57
114.198214_30.596646_270_0, 44
114.152894_30.618093_0_0, 25
114.227895_30.496536_270_0, 62
114.239072_30.515598_270_0, 10
114.230295_30.619754_0_0, 44
114.155862_30.631788_0_0, 54
114.071453_30.633337_270_0, 45
114.111499_30.607681_180_0, 20
114.060443_30.606803_270_0, 70
114.164111_30.638570_90_0, 45
114.185785_30.613088_0_0, 39
114.137132_30.636965_90_0, 50
114.187367_30.530319_0_0, 29
114.198782_30.538038_180_0, 42
114.136150_30.677011_90_0, 60
114.236394_30.453490_90_0, 28
114.181746_30.598247_0_0, 29
114.125218_30.610536_270_0, 0
114.014956_30.688331_180_0, 70
114.109604_30.616621_90_0, 60
114.213038_30.590322_270_0, 50
