filename, score
114.041355_30.709563_0_0, 70
114.061769_30.638328_0_0, 58
114.073124_30.632613_90_0, 49
114.163728_30.618975_90_0, 68
114.210869_30.505272_0_0, 46
114.139258_30.613157_180_0, 48
114.176114_30.725923_180_0, 35
114.205780_30.500155_90_0, 70
114.209689_30.624751_90_0, 64
114.161171_30.570405_180_0, 70
114.219235_30.656674_0_0, 69
114.213685_30.570128_0_0, 80
114.208699_30.557608_180_0, 80
114.224026_30.499082_270_0, 64
114.157731_30.677757_180_0, 40
114.224950_30.430044_270_0, 61
114.164400_30.581078_180_0, 54
114.192006_30.610373_180_0, 60
114.169839_30.656876_0_0, 62
114.083437_30.615124_0_0, 36
114.095279_30.618324_90_0, 70
114.188559_30.527099_270_0, 60
114.233606_30.552129_90_0, 70
114.198933_30.565119_270_0, 62
114.215386_30.512855_270_0, 70
114.116313_30.649131_0_0, 60
114.141929_30.617747_0_0, 40
114.043199_30.783559_0_0, 70
114.183155_30.520692_270_0, 68
114.203891_30.548003_270_0, 54
114.121928_30.599979_0_0, 65
114.212785_30.568150_270_0, 56
114.151133_30.608788_90_0, 70
114.195473_30.536561_180_0, 72
114.217710_30.424345_270_0, 47
114.189223_30.579190_270_0, 42
114.052053_30.642468_90_0, 53
114.230148_30.429345_270_0, 70
114.232961_30.633065_0_0, 80
114.158664_30.612874_180_0, 70
114.157254_30.633896_180_0, 38
114.224431_30.588805_270_0, 52
114.236728_30.630624_0_0, 60
114.227800_30.480163_0_0, 60
114.156562_30.718698_90_0, 70
114.192617_30.408225_270_0, 80
114.235183_30.604382_0_0, 50
114.016754_30.651541_0_0, 60
114.120459_30.622105_0_0, 50
114.123596_30.588277_90_0, 68
114.232665_30.651087_0_0, 70
114.168782_30.641545_270_0, 70
114.166241_30.559149_0_0, 80
114.097604_30.626569_270_0, 60
114.121109_30.608238_0_0, 60
114.189468_30.601187_270_0, 70
114.139773_30.700224_0_0, 80
114.124378_30.622798_270_0, 48
114.139646_30.665217_180_0, 70
113.992007_30.703289_0_0, 70
114.215304_30.556195_0_0, 70
114.167525_30.621942_0_0, 56
114.151161_30.656141_270_0, 70
114.140314_30.687395_90_0, 50
114.228257_30.598350_270_0, 66
114.198065_30.700919_270_0, 56
113.884584_30.724423_270_0, 70
114.205780_30.500155_270_0, 80
114.204636_30.498759_270_0, 70
114.159288_30.559686_270_0, 40
114.019766_30.684155_0_0, 50
114.077403_30.630736_0_0, 60
114.154564_30.629373_0_0, 48
114.197388_30.422755_180_0, 74
114.040831_30.766419_270_0, 44
114.147942_30.623226_90_0, 48
114.169840_30.592955_0_0, 72
114.196283_30.704381_90_0, 59
114.215703_30.520460_270_0, 56
114.092637_30.595471_0_0, 70
114.033300_30.634538_270_0, 70
113.937775_30.719987_90_0, 70
114.189744_30.685272_90_0, 51
114.232585_30.634301_0_0, 53
114.043199_30.783559_90_0, 64
114.159870_30.645863_270_0, 57
114.165319_30.571959_180_0, 74
114.229345_30.600601_180_0, 72
114.219239_30.659147_90_0, 73
114.198324_30.540211_0_0, 64
114.197782_30.600877_270_0, 54
114.108612_30.625311_270_0, 49
114.175075_30.642411_270_0, 72
114.176152_30.564668_0_0, 60
114.154111_30.686902_180_0, 70
114.035111_30.679546_180_0, 57
114.107815_30.616835_90_0, 70
114.233844_30.503758_270_0, 80
114.209633_30.692227_90_0, 61
114.087178_30.601969_270_0, 50
114.208785_30.624720_270_0, 80
114.157415_30.559378_0_0, 53
114.113957_30.656861_90_0, 52
114.125117_30.612402_90_0, 58
114.102399_30.698002_180_0, 67
114.187513_30.587274_180_0, 70
114.227072_30.606130_270_0, 70
114.052798_30.594190_270_0, 70
114.147655_30.626141_180_0, 68
114.137049_30.677063_0_0, 57
114.060574_30.621214_270_0, 44
114.207202_30.554065_270_0, 66
114.203265_30.495898_180_0, 70
114.082646_30.602467_270_0, 54
114.128716_30.624081_270_0, 50
114.159298_30.600181_90_0, 70
114.208896_30.540644_90_0, 70
114.186328_30.591230_0_0, 70
114.008097_30.692179_180_0, 59
114.196415_30.489504_270_0, 71
114.182154_30.525588_0_0, 70
114.113373_30.663150_0_0, 51
114.165719_30.561871_270_0, 80
114.175532_30.545876_180_0, 56
114.239672_30.451538_270_0, 74
114.040414_30.629504_270_0, 75
114.224405_30.633492_180_0, 40
114.055313_30.635133_90_0, 55
114.041637_30.732164_90_0, 58
114.194075_30.518368_0_0, 70
114.141677_30.622800_180_0, 20
114.144147_30.558966_180_0, 70
114.218025_30.444456_270_0, 80
114.222100_30.660281_180_0, 70
114.163136_30.603701_90_0, 80
114.201123_30.426200_0_0, 80
114.139808_30.631921_0_0, 54
114.219247_30.661341_180_0, 80
114.120874_30.601842_90_0, 54
114.098049_30.696530_0_0, 76
114.067913_30.596047_270_0, 52
114.153307_30.540162_90_0, 72
114.213942_30.650190_90_0, 56
114.120162_30.702769_180_0, 57
114.184383_30.683761_270_0, 46
114.146218_30.559018_90_0, 74
114.211951_30.566399_0_0, 64
114.234202_30.582478_0_0, 68
114.125040_30.613631_180_0, 61
114.189840_30.528841_0_0, 71
114.143869_30.617640_0_0, 80
114.032343_30.679303_180_0, 58
114.150517_30.631370_180_0, 51
114.165916_30.559995_270_0, 73
114.040677_30.702369_270_0, 52
114.156576_30.559243_0_0, 66
114.201229_30.531129_180_0, 80
114.164974_30.711644_180_0, 80
114.240340_30.452164_0_0, 80
113.976968_30.710514_0_0, 62
114.153784_30.580553_180_0, 80
114.183745_30.521398_270_0, 69
114.167951_30.634345_180_0, 43
114.223130_30.637857_0_0, 68
114.197641_30.565397_0_0, 70
114.033261_30.679336_90_0, 67
114.071205_30.685816_90_0, 70
114.096687_30.626678_270_0, 71
114.232001_30.565263_0_0, 76
114.202366_30.617263_180_0, 73
114.041354_30.734862_90_0, 59
114.064758_30.619460_270_0, 57
114.040880_30.739371_270_0, 73
114.228908_30.596155_270_0, 66
114.052884_30.592391_180_0, 80
114.233378_30.605717_90_0, 80
114.238995_30.625614_270_0, 54
114.234182_30.449555_180_0, 80
114.119757_30.625682_0_0, 61
114.121124_30.608177_180_0, 70
114.215399_30.512879_90_0, 70
114.027116_30.652952_180_0, 70
114.149095_30.542030_90_0, 52
114.164255_30.597000_90_0, 50
114.007519_30.693567_90_0, 66
114.230663_30.627380_90_0, 70
114.211866_30.440797_270_0, 70
114.184503_30.625887_270_0, 56
114.192453_30.603980_180_0, 56
114.144580_30.657868_90_0, 64
114.192789_30.599434_0_0, 74
114.230901_30.569914_180_0, 51
114.182692_30.611557_180_0, 54
114.150597_30.617878_180_0, 57
114.047546_30.656213_180_0, 47
114.240381_30.595139_90_0, 73
114.158669_30.537907_0_0, 75
114.239496_30.450115_270_0, 68
114.157938_30.559080_270_0, 70
114.234582_30.569876_0_0, 56
114.192042_30.531197_180_0, 80
114.046348_30.627170_180_0, 70
114.164762_30.575418_0_0, 80
114.235308_30.491659_270_0, 70
114.120477_30.616688_180_0, 70
114.146330_30.675090_180_0, 70
114.218076_30.555794_90_0, 40
114.235177_30.636262_180_0, 60
114.231694_30.428259_270_0, 70
114.225314_30.489990_0_0, 80
114.199900_30.424184_90_0, 80
114.177431_30.641572_0_0, 80
114.167272_30.555569_90_0, 67
114.218076_30.605228_90_0, 80
114.169068_30.648480_270_0, 74
114.139484_30.663382_180_0, 50
114.061111_30.638712_0_0, 80
114.044421_30.813424_270_0, 63
114.144995_30.633039_90_0, 52
114.224347_30.580100_0_0, 80
114.120941_30.610351_90_0, 40
114.192928_30.508266_270_0, 70
114.071578_30.616758_90_0, 70
114.112368_30.625331_90_0, 70
114.025842_30.654229_90_0, 80
113.988709_30.757515_90_0, 60
114.027116_30.652952_270_0, 63
114.191996_30.592768_0_0, 62
114.114538_30.668276_270_0, 70
114.230415_30.589376_180_0, 73
114.137736_30.617539_270_0, 70
114.040590_30.740219_90_0, 80
114.172580_30.669184_0_0, 59
114.227473_30.557327_180_0, 55
114.146947_30.562606_270_0, 63
114.115406_30.600151_270_0, 52
114.163136_30.586648_90_0, 80
114.201505_30.564731_270_0, 70
114.201836_30.729330_270_0, 70
114.125555_30.599863_270_0, 70
114.236178_30.585804_90_0, 50
114.220740_30.445407_270_0, 70
114.202984_30.588288_180_0, 70
114.127685_30.633766_90_0, 60
114.148177_30.600485_270_0, 64
114.226159_30.606176_270_0, 70
114.221616_30.521593_0_0, 62
114.138509_30.652383_0_0, 50
114.186215_30.507045_0_0, 30
114.199639_30.624411_180_0, 63
114.186171_30.684252_180_0, 70
114.203159_30.646256_90_0, 63
114.046455_30.614684_270_0, 70
114.231939_30.659093_270_0, 68
114.182725_30.600992_90_0, 70
114.028551_30.679573_90_0, 67
114.217106_30.423591_270_0, 70
114.154244_30.633261_90_0, 44
114.168417_30.724120_0_0, 46
114.231157_30.604016_90_0, 65
114.129583_30.641864_90_0, 58
114.044765_30.800680_0_0, 55
114.041124_30.734822_270_0, 62
114.227663_30.513912_180_0, 65
114.167981_30.599664_180_0, 70
114.162633_30.571204_90_0, 70
114.223522_30.428997_0_0, 70
114.119202_30.634938_90_0, 73
114.123664_30.731115_90_0, 66
114.220568_30.577453_90_0, 59
114.160991_30.587003_180_0, 75
114.221730_30.500583_90_0, 71
114.200456_30.545244_270_0, 56
114.114265_30.655094_270_0, 60
114.114889_30.653405_0_0, 58
114.043350_30.672799_270_0, 56
114.099757_30.697142_180_0, 61
114.191095_30.588488_90_0, 55
114.221482_30.529564_90_0, 68
114.200045_30.618160_180_0, 73
114.224405_30.633492_0_0, 55
114.219735_30.606876_0_0, 66
114.237330_30.501977_90_0, 68
114.210693_30.557184_270_0, 70
114.101544_30.617572_0_0, 52
114.205073_30.549683_180_0, 55
113.991240_30.703765_180_0, 80
114.209088_30.571366_180_0, 58
114.189478_30.601146_180_0, 56
114.190223_30.678583_270_0, 50
114.137576_30.641923_0_0, 57
114.199609_30.537684_90_0, 62
114.112398_30.607727_270_0, 70
114.078225_30.630328_0_0, 61
114.141595_30.625378_90_0, 46
114.082056_30.621764_0_0, 70
114.232270_30.649246_270_0, 58
114.138576_30.630521_270_0, 46
114.193428_30.686364_180_0, 70
114.202899_30.547194_0_0, 72
114.119292_30.702522_0_0, 44
114.029309_30.678869_180_0, 56
114.223133_30.579321_90_0, 67
114.126454_30.599834_90_0, 59
114.221832_30.523560_180_0, 60
114.130200_30.593813_270_0, 49
114.128896_30.621236_270_0, 54
114.140795_30.617499_90_0, 65
114.164978_30.572468_0_0, 65
114.237760_30.627174_90_0, 57
114.125755_30.616849_0_0, 80
114.048917_30.613494_90_0, 70
113.989799_30.701476_180_0, 74
114.202390_30.607564_0_0, 60
114.126258_30.726148_90_0, 64
114.156825_30.623261_0_0, 71
114.140460_30.683707_0_0, 70
114.192629_30.572732_90_0, 60
114.184038_30.589365_180_0, 61
114.196805_30.505881_180_0, 60
114.151719_30.673982_270_0, 53
114.168874_30.589452_90_0, 72
114.062516_30.605018_0_0, 68
114.239694_30.564423_90_0, 60
114.039993_30.747473_90_0, 57
114.232173_30.577078_0_0, 55
114.138988_30.657791_90_0, 80
114.140601_30.555811_0_0, 62
114.226427_30.446449_270_0, 75
114.147855_30.624133_90_0, 77
114.221340_30.638289_90_0, 67
114.208891_30.437211_0_0, 72
114.164680_30.676891_180_0, 55
114.031054_30.678331_180_0, 67
114.206294_30.535755_270_0, 66
114.195486_30.570057_270_0, 46
114.142896_30.573273_90_0, 65
114.044625_30.795242_270_0, 56
114.172355_30.665511_270_0, 60
114.074841_30.631884_90_0, 56
114.223408_30.568559_90_0, 40
114.217100_30.573721_270_0, 66
114.146178_30.617940_0_0, 75
114.142180_30.613531_0_0, 70
113.988746_30.726686_270_0, 64
114.150764_30.558927_270_0, 69
114.203091_30.530032_90_0, 72
114.167013_30.628667_90_0, 62
114.025341_30.642048_270_0, 55
114.210884_30.507473_180_0, 66
114.054859_30.642200_270_0, 68
114.170563_30.617241_0_0, 61
114.231724_30.499737_180_0, 58
114.181967_30.576096_180_0, 61
114.205180_30.550679_270_0, 40
114.142379_30.555016_270_0, 77
114.140549_30.675401_180_0, 53
114.140606_30.680054_0_0, 54
114.235327_30.606441_180_0, 67
114.215069_30.658438_270_0, 70
114.225572_30.478642_180_0, 57
114.225551_30.527525_0_0, 65
114.141860_30.617728_180_0, 61
114.233296_30.626802_90_0, 74
114.089703_30.693100_90_0, 70
114.220677_30.529968_180_0, 68
114.102818_30.595948_270_0, 57
114.199383_30.603095_180_0, 51
114.164983_30.580278_0_0, 72
114.184533_30.611336_180_0, 59
114.227095_30.552924_270_0, 69
114.238265_30.563870_180_0, 49
114.170934_30.544290_0_0, 58
114.237998_30.455835_0_0, 76
114.210705_30.562966_0_0, 80
114.150746_30.614601_90_0, 53
114.162867_30.613676_0_0, 60
114.061819_30.590311_270_0, 71
114.096176_30.618216_180_0, 61
114.176142_30.548537_90_0, 62
114.203703_30.631621_270_0, 30
114.003616_30.676685_0_0, 63
114.070835_30.602825_270_0, 61
114.191196_30.530309_180_0, 62
113.952042_30.694956_0_0, 63
114.222127_30.479433_0_0, 62
114.112398_30.607727_0_0, 54
114.237820_30.574400_90_0, 70
114.223522_30.428997_180_0, 77
114.208543_30.599797_180_0, 58
114.146388_30.672622_0_0, 52
114.239694_30.564423_0_0, 70
114.174218_30.683747_90_0, 70
114.155775_30.539217_90_0, 76
114.143968_30.548955_270_0, 64
114.230214_30.636164_270_0, 58
114.137720_30.618498_0_0, 50
114.115514_30.651714_180_0, 43
114.200346_30.514456_180_0, 70
114.145490_30.577047_90_0, 61
114.149175_30.720255_90_0, 80
113.988771_30.717592_180_0, 68
114.215600_30.520518_180_0, 55
114.165383_30.706173_0_0, 62
114.104560_30.597932_90_0, 55
114.236749_30.603310_180_0, 70
114.222441_30.689239_90_0, 68
114.138496_30.602951_0_0, 60
114.229496_30.496991_90_0, 70
114.165992_30.589715_270_0, 70
114.143637_30.620794_0_0, 40
114.147622_30.627111_180_0, 65
114.170736_30.634434_270_0, 56
114.195276_30.506847_0_0, 64
114.124492_30.677858_90_0, 64
114.218461_30.575237_270_0, 61
114.145726_30.623688_0_0, 54
114.041685_30.717679_90_0, 59
114.227072_30.606130_180_0, 80
114.204702_30.532865_270_0, 66
114.213856_30.513853_270_0, 62
114.231651_30.486275_270_0, 49
114.041934_30.724926_0_0, 54
114.091708_30.601469_90_0, 62
114.180906_30.611778_0_0, 90
114.116095_30.582526_0_0, 60
114.198233_30.423260_0_0, 66
114.137381_30.622894_270_0, 50
114.137444_30.638848_90_0, 59
114.208484_30.524750_270_0, 56
114.066851_30.684607_180_0, 70
114.173528_30.669180_90_0, 64
114.146121_30.559012_270_0, 53
114.179413_30.677891_180_0, 56
114.230206_30.602455_90_0, 64
114.154331_30.601840_180_0, 57
114.041170_30.707717_180_0, 61
114.165876_30.702555_270_0, 70
114.098246_30.596097_270_0, 70
114.196308_30.641046_0_0, 44
114.193101_30.571205_0_0, 66
114.172363_30.664558_0_0, 70
114.167449_30.587816_90_0, 70
114.055565_30.623314_270_0, 80
114.094881_30.626883_180_0, 56
114.179034_30.547570_90_0, 70
114.221073_30.564656_180_0, 56
114.194477_30.641286_180_0, 64
114.082239_30.619890_270_0, 70
114.169975_30.547700_0_0, 80
114.138053_30.614189_180_0, 80
114.082674_30.612333_270_0, 70
114.162159_30.586655_0_0, 70
114.174757_30.626986_180_0, 60
114.142209_30.633512_90_0, 70
114.235414_30.451122_270_0, 60
114.190596_30.604456_90_0, 60
114.144470_30.580025_270_0, 64
114.171449_30.664474_90_0, 57
114.201975_30.632929_90_0, 70
114.094382_30.618433_180_0, 70
114.208510_30.562763_90_0, 60
113.850236_30.728384_90_0, 67
114.163304_30.657987_0_0, 72
114.157086_30.622161_180_0, 64
114.194099_30.516810_90_0, 71
114.231635_30.635849_270_0, 60
114.172307_30.671923_270_0, 71
114.149980_30.559068_270_0, 59
114.128606_30.715653_270_0, 53
114.125613_30.594181_90_0, 70
114.232685_30.538289_180_0, 40
114.163703_30.562666_0_0, 58
114.195834_30.488786_270_0, 56
114.236979_30.606465_0_0, 71
114.207272_30.545032_180_0, 50
114.202637_30.599535_180_0, 72
114.225721_30.580872_90_0, 67
114.161605_30.617436_0_0, 62
114.240736_30.573695_0_0, 58
114.173772_30.536550_270_0, 80
114.239854_30.549075_90_0, 80
114.234525_30.492169_180_0, 72
114.237988_30.551159_90_0, 40
114.144849_30.719415_90_0, 56
114.121238_30.625762_270_0, 51
114.208087_30.556908_90_0, 66
114.135446_30.612965_180_0, 51
113.988724_30.734833_90_0, 56
114.144045_30.636441_180_0, 53
114.081916_30.623565_180_0, 58
114.193164_30.518549_90_0, 71
114.205023_30.600720_270_0, 61
114.182443_30.533160_180_0, 72
114.170344_30.546054_180_0, 73
114.070835_30.602825_180_0, 58
114.200163_30.679200_270_0, 48
114.167430_30.678835_180_0, 57
114.044780_30.798878_0_0, 70
114.041390_30.732130_270_0, 53
114.222148_30.591970_270_0, 58
114.225040_30.573804_180_0, 56
114.116636_30.594899_270_0, 66
114.187993_30.584787_270_0, 58
114.240831_30.500572_270_0, 73
114.159572_30.612837_180_0, 52
