filename, score
114.089754_30.627456_0_0, 35
114.165900_30.561872_180_0, 40
114.238684_30.575722_180_0, 41
114.169294_30.655101_0_0, 31
114.133568_30.614250_180_0, 47
113.985541_30.706908_90_0, 20
114.140386_30.673567_90_0, 35
114.200711_30.640154_90_0, 36
114.217871_30.422989_270_0, 10
114.213681_30.419247_0_0, 30
114.209649_30.638353_180_0, 60
114.185779_30.397503_270_0, 10
114.141115_30.613227_180_0, 40
114.217276_30.559795_0_0, 47
114.217100_30.573721_180_0, 40
114.238995_30.625614_90_0, 80
114.136772_30.633050_90_0, 50
114.126258_30.726148_90_0, 30
114.167642_30.549030_270_0, 20
114.140606_30.680054_270_0, 30
114.233094_30.633557_180_0, 48
114.221119_30.510032_90_0, 20
114.177013_30.678784_270_0, 39
114.151680_30.676135_270_0, 10
114.190438_30.670131_90_0, 10
114.197577_30.719734_270_0, 39
114.219185_30.585242_90_0, 43
114.140714_30.677276_270_0, 20
114.165900_30.561872_0_0, 44
114.219947_30.615838_90_0, 31
114.214283_30.653262_180_0, 36
114.173402_30.564762_90_0, 70
114.194790_30.517685_180_0, 60
114.187284_30.525294_90_0, 40
114.221661_30.473801_0_0, 20
114.089811_30.626431_0_0, 36
114.222742_30.579360_180_0, 31
114.155676_30.718923_270_0, 34
114.218379_30.519550_0_0, 37
114.174757_30.626986_180_0, 45
114.198982_30.602305_270_0, 50
114.144247_30.579462_90_0, 20
114.014400_30.665778_0_0, 10
114.115695_30.585175_90_0, 35
114.193388_30.533375_270_0, 10
114.218838_30.444787_0_0, 10
114.159442_30.634184_0_0, 37
114.232313_30.645566_90_0, 46
114.136824_30.634066_90_0, 37
114.169465_30.548661_180_0, 38
114.199275_30.624838_0_0, 40
114.216994_30.556178_0_0, 50
114.187367_30.525731_270_0, 48
114.174169_30.568278_270_0, 44
114.201939_30.534200_270_0, 80
114.166160_30.560123_270_0, 34
114.129112_30.617190_90_0, 44
114.116357_30.600127_0_0, 38
114.223172_30.656789_270_0, 40
114.229767_30.606016_90_0, 39
113.876745_30.726359_180_0, 24
114.237234_30.449688_270_0, 38
114.127810_30.641482_0_0, 70
114.189468_30.601187_180_0, 36
114.239812_30.606986_270_0, 70
114.142565_30.597500_90_0, 39
114.165446_30.580962_270_0, 35
114.120699_30.606404_270_0, 43
114.198663_30.700033_180_0, 36
114.226262_30.497035_270_0, 41
114.219806_30.568958_90_0, 39
114.210111_30.547692_270_0, 59
114.135247_30.676959_90_0, 36
114.210639_30.565669_180_0, 80
114.231266_30.485462_180_0, 25
114.213035_30.524474_0_0, 40
114.219730_30.625100_90_0, 20
114.151173_30.655214_0_0, 20
114.208433_30.647828_0_0, 32
114.226453_30.617216_0_0, 30
114.147426_30.715353_270_0, 30
114.198788_30.535357_270_0, 37
114.236460_30.606513_270_0, 44
114.231080_30.565251_270_0, 51
114.231720_30.441628_0_0, 10
113.998529_30.684106_270_0, 43
114.199505_30.533983_180_0, 63
114.142546_30.699093_180_0, 10
114.134008_30.642818_90_0, 33
114.034747_30.645235_270_0, 20
113.952328_30.693972_90_0, 20
114.178006_30.672917_90_0, 25
114.227547_30.618824_90_0, 60
114.191726_30.513898_180_0, 29
114.128540_30.626095_90_0, 50
113.988763_30.720295_0_0, 30
114.032343_30.679303_0_0, 32
114.191616_30.685827_270_0, 39
114.240421_30.549990_0_0, 50
114.191969_30.592783_90_0, 38
114.144314_30.558695_270_0, 34
114.137312_30.623792_90_0, 65
114.182883_30.539989_0_0, 10
114.165145_30.569632_270_0, 35
114.216846_30.558996_270_0, 80
114.169833_30.634356_180_0, 10
114.041053_30.768155_180_0, 38
113.991917_30.696118_0_0, 38
114.140748_30.628860_270_0, 60
114.175484_30.681319_0_0, 38
114.077664_30.620432_90_0, 37
114.044173_30.616151_0_0, 28
114.053618_30.622194_270_0, 39
114.215455_30.556423_270_0, 40
114.018844_30.661278_270_0, 32
114.170456_30.582971_270_0, 0
114.213685_30.556798_0_0, 37
114.214163_30.663237_0_0, 40
114.211457_30.524739_90_0, 30
114.200389_30.604609_270_0, 63
114.169644_30.664480_0_0, 29
114.208680_30.509034_180_0, 33
114.148644_30.626185_90_0, 61
114.146131_30.617641_0_0, 40
114.196015_30.624271_180_0, 22
114.154072_30.581429_270_0, 51
114.191909_30.599893_180_0, 60
114.234315_30.504548_270_0, 30
113.988766_30.719394_180_0, 33
114.106922_30.616941_0_0, 36
114.198803_30.535393_270_0, 30
114.217045_30.579934_0_0, 62
114.142375_30.609114_270_0, 48
114.176403_30.612334_270_0, 37
114.144631_30.623740_270_0, 64
114.052976_30.617706_180_0, 35
113.991293_30.789845_180_0, 36
114.102818_30.595948_90_0, 25
114.082466_30.615225_0_0, 39
114.120700_30.613462_0_0, 40
114.058103_30.628114_270_0, 38
114.168864_30.548318_180_0, 36
114.188813_30.728312_0_0, 29
114.231080_30.565251_0_0, 37
113.883398_30.724778_270_0, 32
114.203000_30.569312_90_0, 58
114.165638_30.562803_90_0, 33
114.146218_30.559018_90_0, 34
114.089893_30.601671_0_0, 28
114.218873_30.579859_270_0, 64
114.121238_30.625762_180_0, 29
114.116313_30.649131_180_0, 0
114.164652_30.574357_180_0, 20
114.164355_30.638621_180_0, 37
113.928546_30.719532_90_0, 37
114.226508_30.493592_0_0, 39
114.217912_30.607037_180_0, 63
114.217750_30.639086_270_0, 33
114.035672_30.619171_270_0, 34
114.154887_30.539352_0_0, 20
114.040590_30.740219_180_0, 35
114.218864_30.500948_90_0, 10
114.152894_30.618093_270_0, 44
114.055307_30.634233_0_0, 36
114.230235_30.590351_270_0, 38
114.234380_30.638820_0_0, 50
114.163780_30.638640_180_0, 42
114.105325_30.612705_90_0, 39
114.240650_30.562417_0_0, 44
113.976102_30.710850_270_0, 37
114.215236_30.690834_270_0, 32
114.192042_30.531197_90_0, 26
114.189504_30.402586_90_0, 22
114.196962_30.687411_90_0, 17
114.052380_30.613197_0_0, 42
114.159129_30.588013_0_0, 36
114.084367_30.615027_180_0, 31
114.205887_30.549305_180_0, 30
113.988756_30.768364_270_0, 35
114.191726_30.513898_90_0, 30
114.224311_30.568151_90_0, 70
114.064758_30.619460_0_0, 40
114.221995_30.566207_180_0, 34
114.187651_30.525933_90_0, 36
114.239309_30.451546_0_0, 20
114.210967_30.417733_270_0, 21
114.136464_30.627744_270_0, 49
114.160931_30.569474_0_0, 0
114.099796_30.600604_180_0, 42
113.987853_30.717372_270_0, 38
114.151707_30.689555_270_0, 10
114.133915_30.624334_180_0, 35
114.179543_30.580860_270_0, 36
114.140631_30.676328_90_0, 33
114.160484_30.583681_270_0, 37
114.223257_30.499584_90_0, 33
114.201964_30.679032_180_0, 26
114.215725_30.504722_270_0, 42
114.040690_30.741173_180_0, 29
114.193413_30.533052_0_0, 27
114.174488_30.669176_0_0, 41
114.214301_30.607521_180_0, 44
114.039193_30.640736_0_0, 29
114.154593_30.591797_0_0, 22
114.095338_30.613846_90_0, 33
114.166409_30.669246_180_0, 38
114.192789_30.599434_90_0, 58
114.185115_30.587560_270_0, 24
114.198381_30.589197_180_0, 49
114.185228_30.505291_270_0, 37
114.203374_30.608989_90_0, 42
114.240975_30.607693_90_0, 39
114.161413_30.630687_0_0, 24
114.138295_30.715502_90_0, 31
114.182266_30.515009_270_0, 49
114.140095_30.692895_180_0, 39
114.181080_30.513553_0_0, 48
114.164205_30.661707_270_0, 25
114.044346_30.816185_0_0, 34
114.222667_30.480184_0_0, 56
114.182232_30.514967_90_0, 41
114.180903_30.510725_90_0, 39
114.241071_30.633707_180_0, 32
114.184407_30.606006_90_0, 45
114.199988_30.522648_180_0, 32
114.206789_30.536658_0_0, 40
113.996728_30.687240_270_0, 39
114.129890_30.608529_180_0, 34
114.186697_30.586360_180_0, 41
114.241325_30.553948_90_0, 40
114.202881_30.496602_270_0, 36
114.160376_30.650634_90_0, 33
114.041781_30.638122_0_0, 36
114.239224_30.563608_180_0, 40
114.189840_30.528841_270_0, 50
113.988744_30.765657_0_0, 43
114.240598_30.566046_0_0, 49
114.198792_30.515419_180_0, 41
114.091708_30.601469_180_0, 33
114.147259_30.720403_270_0, 28
114.224834_30.433228_180_0, 34
114.235351_30.629631_0_0, 31
114.204886_30.432668_0_0, 10
114.211224_30.648871_270_0, 37
114.039764_30.756535_0_0, 37
114.142668_30.644823_90_0, 43
114.224015_30.557013_180_0, 70
114.169491_30.549378_0_0, 10
114.041354_30.734862_180_0, 30
114.179034_30.547570_90_0, 10
114.229044_30.626558_270_0, 41
114.213221_30.569150_90_0, 47
114.142707_30.651450_270_0, 22
114.163436_30.603983_90_0, 40
114.224302_30.558064_180_0, 59
114.216282_30.552389_90_0, 29
114.042443_30.637456_270_0, 35
114.231719_30.499742_0_0, 38
114.195201_30.532106_270_0, 30
114.142670_30.620760_270_0, 80
114.145787_30.626092_0_0, 80
114.140591_30.628856_0_0, 41
114.237026_30.621971_180_0, 48
114.211559_30.565079_180_0, 58
114.219735_30.583549_180_0, 59
114.139514_30.577705_0_0, 23
114.207932_30.555794_90_0, 36
114.235412_30.551919_0_0, 40
114.214630_30.570579_270_0, 44
114.201036_30.543908_0_0, 44
114.216990_30.625007_0_0, 35
114.040638_30.689736_0_0, 34
114.198026_30.515894_180_0, 38
114.241258_30.604606_90_0, 61
114.164298_30.634411_180_0, 40
114.232969_30.502145_0_0, 26
114.188691_30.584133_0_0, 34
114.080756_30.629347_90_0, 27
114.166547_30.583470_180_0, 36
114.173087_30.627314_0_0, 23
114.228659_30.585881_90_0, 32
114.129260_30.593808_270_0, 27
114.216021_30.556410_90_0, 29
114.168739_30.588453_180_0, 10
114.205265_30.511129_0_0, 36
114.213515_30.556827_180_0, 30
114.233835_30.503743_90_0, 38
113.848752_30.728609_0_0, 26
114.172115_30.540868_90_0, 42
114.230667_30.605960_0_0, 33
114.146524_30.557918_180_0, 10
114.199758_30.564779_270_0, 43
114.200156_30.601997_0_0, 35
114.048354_30.643114_90_0, 26
114.226861_30.514359_0_0, 37
114.130421_30.625742_0_0, 31
114.159707_30.560270_270_0, 36
114.205404_30.526739_270_0, 28
114.169227_30.669217_0_0, 45
114.170623_30.689004_270_0, 30
114.120278_30.624805_180_0, 28
114.225475_30.657789_90_0, 45
114.041301_30.733027_180_0, 34
114.180892_30.682803_180_0, 30
114.143604_30.593286_90_0, 35
114.218027_30.654750_180_0, 41
114.183247_30.520710_90_0, 38
114.053951_30.642258_270_0, 29
114.116095_30.582526_180_0, 10
114.187878_30.522018_90_0, 34
114.125555_30.599863_90_0, 37
114.165403_30.565774_180_0, 39
114.063072_30.620173_0_0, 40
114.039764_30.756535_90_0, 34
114.211211_30.507729_0_0, 60
114.128434_30.608471_90_0, 45
114.177919_30.666203_0_0, 19
114.228791_30.495941_180_0, 29
114.129449_30.617195_0_0, 60
114.208333_30.557920_270_0, 80
114.167578_30.554687_90_0, 38
114.226635_30.688344_180_0, 38
114.183478_30.521235_90_0, 20
114.233004_30.448278_0_0, 17
114.196720_30.537927_0_0, 20
114.159695_30.677818_0_0, 58
114.215484_30.565584_180_0, 70
114.143798_30.639303_180_0, 37
114.223071_30.554189_0_0, 70
114.226544_30.580442_90_0, 43
114.169321_30.654137_180_0, 35
114.146305_30.676161_0_0, 35
113.990471_30.704235_180_0, 34
113.988772_30.772004_270_0, 44
114.175724_30.618564_180_0, 34
114.215300_30.673344_180_0, 15
114.237254_30.572969_180_0, 33
114.151680_30.676135_180_0, 38
114.140758_30.699758_180_0, 21
114.037044_30.630864_90_0, 33
114.233838_30.504846_90_0, 25
114.186175_30.605590_180_0, 60
114.232414_30.492756_180_0, 34
114.209354_30.631399_180_0, 54
114.059741_30.607403_270_0, 29
113.988734_30.731207_180_0, 41
114.113040_30.700079_0_0, 39
114.169071_30.589441_270_0, 36
114.203816_30.565618_180_0, 54
114.060326_30.639462_180_0, 27
113.952067_30.694942_270_0, 44
114.235534_30.575811_270_0, 51
114.127360_30.599805_0_0, 41
114.208536_30.573516_0_0, 0
114.117886_30.625592_90_0, 38
113.988736_30.730296_0_0, 38
114.181087_30.626705_90_0, 30
114.224509_30.569717_90_0, 39
114.133668_30.612631_0_0, 60
114.211139_30.563788_0_0, 60
114.161700_30.570305_0_0, 10
114.223113_30.431059_90_0, 10
114.078038_30.688184_90_0, 36
114.165562_30.579427_270_0, 29
114.177054_30.564636_180_0, 41
114.082056_30.621764_270_0, 29
114.223126_30.429422_180_0, 21
114.039587_30.753772_270_0, 26
114.217597_30.444658_90_0, 10
114.237159_30.511584_180_0, 35
114.080756_30.629347_0_0, 29
114.188670_30.527409_0_0, 57
114.221591_30.517789_180_0, 35
114.196199_30.641930_180_0, 26
114.167632_30.585593_90_0, 26
114.085280_30.614932_0_0, 41
114.159668_30.637564_180_0, 10
114.165533_30.592443_0_0, 43
114.138682_30.628895_0_0, 68
114.165761_30.563772_270_0, 38
114.205921_30.568863_270_0, 75
114.208240_30.569421_0_0, 65
114.151678_30.558938_90_0, 40
114.186296_30.507226_90_0, 39
114.201939_30.534200_90_0, 38
114.190255_30.593708_0_0, 60
114.165312_30.570106_270_0, 36
114.204883_30.494923_0_0, 37
114.050840_30.648792_180_0, 44
114.226544_30.580442_270_0, 39
114.166536_30.611209_270_0, 40
114.237475_30.577055_180_0, 29
114.146426_30.613289_180_0, 47
114.043946_30.788938_270_0, 38
114.040880_30.739371_180_0, 31
114.176114_30.725923_270_0, 26
113.993533_30.692809_90_0, 38
114.159878_30.611141_0_0, 31
114.193260_30.518659_90_0, 32
114.150941_30.611536_270_0, 50
114.214387_30.570745_180_0, 50
114.208463_30.557774_180_0, 55
114.239235_30.511401_90_0, 24
114.041256_30.629177_90_0, 43
114.045329_30.663080_0_0, 35
114.012097_30.690548_0_0, 23
114.239990_30.574349_90_0, 50
114.221805_30.584049_180_0, 49
114.196555_30.538078_180_0, 36
114.205867_30.568798_270_0, 80
114.143223_30.628930_180_0, 57
114.207975_30.608371_90_0, 42
114.030167_30.678570_270_0, 23
114.086053_30.627883_0_0, 32
114.200386_30.543189_180_0, 63
114.043828_30.670140_180_0, 29
114.162917_30.562042_90_0, 34
114.198563_30.522383_180_0, 43
114.205206_30.499455_270_0, 33
114.191043_30.618167_0_0, 34
114.165686_30.620067_90_0, 32
114.068090_30.634819_180_0, 38
114.167349_30.606291_0_0, 28
114.157404_30.585937_0_0, 34
114.081597_30.629007_90_0, 33
114.237146_30.634400_0_0, 38
114.181505_30.600362_90_0, 28
114.099872_30.613329_90_0, 37
114.164400_30.581078_270_0, 43
114.123747_30.599921_180_0, 23
114.192332_30.567185_90_0, 34
114.159994_30.578792_0_0, 36
114.039557_30.629837_90_0, 43
114.185429_30.523571_90_0, 38
113.990135_30.700610_180_0, 39
113.967992_30.714030_270_0, 34
114.164625_30.677969_180_0, 51
114.224974_30.526668_180_0, 40
114.219135_30.575977_0_0, 42
113.988705_30.756613_180_0, 31
114.142738_30.650533_180_0, 59
114.225246_30.427805_270_0, 35
114.231372_30.645579_270_0, 26
114.133628_30.613271_180_0, 47
114.135471_30.638823_90_0, 26
114.120822_30.563145_0_0, 24
114.239836_30.517241_180_0, 43
114.201075_30.429229_0_0, 46
114.149026_30.558779_180_0, 51
114.041912_30.724025_0_0, 30
114.046346_30.659618_270_0, 41
114.172041_30.626786_270_0, 30
114.205856_30.563551_0_0, 45
114.115226_30.673225_90_0, 18
114.228963_30.625455_0_0, 45
114.139303_30.591858_0_0, 20
114.136144_30.578813_0_0, 16
114.168868_30.564608_90_0, 44
114.138404_30.608935_180_0, 35
114.159120_30.588019_180_0, 29
114.163837_30.646028_270_0, 39
114.218027_30.654750_0_0, 37
114.227433_30.547368_0_0, 31
114.191000_30.610503_180_0, 90
114.130865_30.593275_0_0, 30
114.187968_30.526420_270_0, 38
114.167398_30.606330_0_0, 28
114.163304_30.657987_0_0, 35
114.157134_30.558680_270_0, 48
114.157415_30.559378_180_0, 39
114.232173_30.577078_0_0, 33
114.167568_30.586237_270_0, 28
114.173794_30.662179_0_0, 32
114.185936_30.614002_90_0, 70
114.232142_30.664090_180_0, 25
114.162303_30.602109_90_0, 18
114.077664_30.620432_180_0, 39
114.051626_30.590547_270_0, 23
114.067267_30.635185_90_0, 24
114.213725_30.556934_180_0, 42
114.218040_30.555928_270_0, 70
114.012825_30.690015_180_0, 41
114.136861_30.633991_0_0, 29
114.155889_30.623196_90_0, 41
114.158868_30.542471_270_0, 27
114.216349_30.487427_180_0, 40
114.125728_30.726905_90_0, 14
114.202313_30.621795_90_0, 40
114.199882_30.568793_90_0, 61
114.165343_30.581200_0_0, 39
114.132172_30.634374_90_0, 26
114.225873_30.484640_90_0, 28
114.211559_30.565079_0_0, 39
114.198002_30.564391_0_0, 51
114.167998_30.599669_270_0, 38
114.223438_30.548376_180_0, 69
114.203213_30.629867_0_0, 60
114.239072_30.515598_0_0, 43
114.221013_30.501254_270_0, 40
114.040471_30.692452_180_0, 34
114.200711_30.640154_180_0, 28
114.177993_30.564604_270_0, 40
114.206013_30.639092_270_0, 43
114.142690_30.647589_90_0, 70
114.151610_30.677321_90_0, 38
114.129497_30.626088_180_0, 39
114.159802_30.634799_90_0, 27
114.156797_30.612795_180_0, 45
114.232711_30.569875_90_0, 34
114.188789_30.624146_0_0, 39
114.229996_30.591264_90_0, 38
114.111304_30.679251_270_0, 15
114.234365_30.631121_0_0, 48
114.132959_30.707471_90_0, 27
114.223415_30.635080_270_0, 70
114.099758_30.697142_0_0, 38
114.183929_30.678180_270_0, 30
114.211504_30.565428_270_0, 50
114.162867_30.613676_90_0, 27
114.080214_30.597772_90_0, 20
114.206571_30.434215_270_0, 28
114.173895_30.588820_270_0, 39
114.223442_30.574941_270_0, 38
114.176142_30.548537_0_0, 20
114.165011_30.574614_0_0, 39
114.161921_30.638692_270_0, 32
114.137759_30.578031_90_0, 24
114.221926_30.509626_0_0, 45
114.204702_30.532865_270_0, 50
114.003659_30.695991_90_0, 29
114.222153_30.656544_0_0, 40
114.186359_30.507278_90_0, 50
114.221592_30.478689_90_0, 32
114.214695_30.559596_270_0, 30
114.226594_30.554147_270_0, 59
114.210112_30.543054_270_0, 40
114.090814_30.614359_0_0, 25
114.225979_30.614022_270_0, 26
114.159699_30.638919_0_0, 42
114.196336_30.419917_90_0, 20
114.196769_30.565910_0_0, 45
114.216164_30.527927_180_0, 43
114.197981_30.546584_270_0, 42
114.041953_30.774585_270_0, 37
114.143926_30.626027_270_0, 40
114.211055_30.507534_0_0, 34
114.039722_30.752912_0_0, 28
114.218685_30.502568_270_0, 47
114.162465_30.571023_0_0, 25
114.172348_30.666414_270_0, 70
114.241230_30.650014_270_0, 60
114.208488_30.539843_90_0, 64
113.867398_30.727587_180_0, 39
114.205171_30.533716_270_0, 37
114.217345_30.603571_180_0, 46
114.102542_30.600450_180_0, 40
114.120074_30.621189_270_0, 23
114.229018_30.594785_0_0, 37
114.144667_30.620830_0_0, 69
114.187611_30.595136_270_0, 45
114.189407_30.594166_270_0, 37
114.212564_30.534039_270_0, 37
114.190285_30.600730_180_0, 42
114.186096_30.524379_90_0, 43
114.065061_30.593597_270_0, 21
114.226915_30.573261_0_0, 40
114.237895_30.551039_270_0, 45
114.028390_30.651676_0_0, 42
114.240833_30.607783_0_0, 30
114.150517_30.631370_270_0, 30
114.241291_30.575620_0_0, 68
114.189468_30.601187_270_0, 50
114.213461_30.506213_270_0, 34
114.154693_30.557535_180_0, 10
114.219806_30.568958_180_0, 64
114.191595_30.519521_0_0, 37
114.224393_30.508362_270_0, 40
114.238912_30.515253_180_0, 36
114.064889_30.625154_90_0, 39
114.215638_30.586824_180_0, 56
114.040998_30.705962_270_0, 39
114.130698_30.584796_180_0, 10
114.129235_30.615394_90_0, 55
114.168678_30.588892_270_0, 30
114.170934_30.544290_180_0, 34
114.199204_30.588725_0_0, 50
114.228390_30.636600_180_0, 27
114.156239_30.633585_270_0, 27
114.192037_30.624515_0_0, 22
114.161865_30.642711_0_0, 51
114.188429_30.678468_270_0, 25
114.203148_30.589252_180_0, 34
114.206772_30.600261_180_0, 41
114.180994_30.534316_180_0, 45
114.229853_30.552415_90_0, 44
114.120208_30.619391_270_0, 30
114.237239_30.449694_270_0, 36
114.180058_30.591189_90_0, 39
114.119902_30.625696_270_0, 32
114.220538_30.477224_270_0, 34
114.179302_30.593570_0_0, 31
114.218672_30.517165_270_0, 36
114.240670_30.513745_0_0, 40
114.110758_30.612083_0_0, 32
114.139323_30.591947_270_0, 29
114.210761_30.586344_0_0, 54
114.161413_30.630687_90_0, 21
114.199416_30.669625_0_0, 10
114.174345_30.662912_0_0, 32
114.230206_30.602455_270_0, 39
114.105791_30.690507_180_0, 23
114.145726_30.623688_90_0, 66
114.171122_30.669198_90_0, 43
114.124713_30.617155_180_0, 43
114.198563_30.522383_270_0, 38
114.113307_30.625374_270_0, 39
114.202723_30.628110_0_0, 60
114.197402_30.520899_90_0, 10
114.173075_30.596259_0_0, 17
114.034195_30.679418_270_0, 30
114.165129_30.579675_90_0, 21
114.041934_30.724926_180_0, 26
114.172368_30.672841_270_0, 38
114.186172_30.625179_270_0, 21
114.218487_30.526547_180_0, 35
114.113957_30.656861_90_0, 0
114.236249_30.578384_180_0, 33
114.202377_30.616363_0_0, 39
114.168575_30.551272_180_0, 42
114.189710_30.511430_0_0, 42
114.159933_30.682323_90_0, 43
114.041212_30.733925_0_0, 34
114.144160_30.598349_180_0, 36
114.147769_30.632683_90_0, 30
114.233261_30.605685_90_0, 58
114.232850_30.448033_90_0, 30
114.204636_30.498759_180_0, 38
114.140714_30.677266_270_0, 23
114.228443_30.557131_90_0, 39
114.141928_30.617437_90_0, 41
114.230152_30.534460_90_0, 35
114.211454_30.638191_0_0, 28
114.140242_30.689210_270_0, 39
114.209515_30.560450_0_0, 39
114.171193_30.688269_90_0, 27
114.180138_30.592696_90_0, 56
114.155259_30.633475_180_0, 26
114.205073_30.549683_270_0, 44
114.156830_30.585247_90_0, 36
114.042722_30.676356_270_0, 27
114.240590_30.520085_270_0, 42
114.230097_30.639193_270_0, 31
114.198902_30.535552_270_0, 17
114.164298_30.634411_270_0, 42
114.159601_30.633961_180_0, 32
114.044071_30.789835_90_0, 33
114.020110_30.659996_0_0, 25
114.237512_30.555378_90_0, 56
114.186357_30.611103_0_0, 28
114.234441_30.629085_180_0, 33
113.988774_30.716454_180_0, 36
114.162244_30.557431_180_0, 25
114.233473_30.551975_270_0, 49
114.089811_30.626431_270_0, 24
114.045098_30.663958_270_0, 25
114.049766_30.613186_0_0, 39
114.146428_30.650557_90_0, 60
114.123056_30.596497_270_0, 50
114.166409_30.669246_90_0, 39
114.221198_30.428662_270_0, 29
114.204605_30.511570_180_0, 36
114.210260_30.414924_90_0, 12
114.213902_30.570037_180_0, 45
114.164032_30.640494_270_0, 58
114.141746_30.657831_180_0, 52
114.069936_30.602731_90_0, 25
114.230389_30.483867_90_0, 25
114.133791_30.626509_90_0, 43
114.090332_30.626393_90_0, 30
114.145090_30.713950_180_0, 35
114.196109_30.418452_180_0, 18
114.181921_30.392898_270_0, 25
114.126035_30.641099_0_0, 50
114.202755_30.512724_180_0, 41
114.224007_30.579589_180_0, 49
114.237170_30.511569_90_0, 32
114.169100_30.590504_180_0, 42
114.202637_30.599535_90_0, 49
114.172879_30.539433_0_0, 39
114.160585_30.602796_0_0, 35
114.018212_30.661918_90_0, 38
114.123056_30.596497_0_0, 34
114.166351_30.576168_90_0, 35
113.979545_30.709515_270_0, 29
114.169826_30.594269_180_0, 39
113.978693_30.709845_180_0, 39
114.231060_30.635999_180_0, 31
114.151829_30.612593_90_0, 29
114.056940_30.610966_270_0, 10
114.189599_30.528055_90_0, 37
114.160208_30.649674_0_0, 44
114.178528_30.604351_90_0, 25
114.132637_30.596959_180_0, 56
114.224104_30.430630_180_0, 22
114.083618_30.596341_180_0, 26
114.037044_30.630864_180_0, 31
114.235700_30.555977_270_0, 64
114.212697_30.589466_270_0, 66
114.119756_30.625704_180_0, 39
114.219855_30.603206_90_0, 36
114.143544_30.635636_90_0, 54
114.230295_30.619754_270_0, 45
114.239010_30.607230_270_0, 39
114.142884_30.552839_0_0, 10
114.213725_30.556934_0_0, 31
114.143749_30.551655_180_0, 42
114.201430_30.544695_270_0, 43
114.223438_30.548376_90_0, 70
114.173760_30.595648_90_0, 26
