filename, score
114.206303_30.535791_270_0, 70
114.187950_30.605135_90_0, 50
114.162894_30.602787_180_0, 28
114.044741_30.801582_0_0, 27
114.167285_30.648011_90_0, 70
114.191836_30.728877_90_0, 10
114.209649_30.638353_270_0, 58
114.169888_30.649855_270_0, 70
114.210192_30.631310_270_0, 45
114.234073_30.657300_0_0, 20
114.180102_30.637608_0_0, 21
114.129837_30.677177_180_0, 22
114.055750_30.642053_0_0, 25
114.218694_30.444785_90_0, 10
114.127241_30.612598_180_0, 64
114.196509_30.516624_90_0, 44
114.186697_30.586360_270_0, 51
114.165821_30.667381_270_0, 27
114.223059_30.590334_90_0, 72
114.198644_30.541045_270_0, 80
114.177615_30.677776_270_0, 62
114.220596_30.649873_90_0, 80
114.143719_30.623763_270_0, 90
114.187066_30.605362_90_0, 70
114.147942_30.623226_0_0, 61
114.204405_30.511694_0_0, 46
114.131876_30.583437_90_0, 21
114.156863_30.623265_270_0, 60
114.127601_30.565641_180_0, 38
114.193027_30.610237_90_0, 65
114.110484_30.700233_270_0, 39
114.186099_30.512663_90_0, 50
114.229757_30.592133_270_0, 40
114.156815_30.628781_0_0, 10
114.039656_30.751967_270_0, 20
114.148644_30.626185_0_0, 30
114.240972_30.459234_180_0, 10
114.198406_30.530746_0_0, 70
113.996764_30.687255_180_0, 46
114.230196_30.447760_0_0, 10
114.189710_30.511430_270_0, 66
114.223393_30.625233_90_0, 49
114.137665_30.642923_270_0, 66
114.191938_30.605005_0_0, 72
114.200386_30.543189_270_0, 46
114.156085_30.719743_270_0, 48
114.228385_30.426724_180_0, 9
114.197218_30.563716_270_0, 40
114.063203_30.604430_270_0, 20
114.143931_30.626043_270_0, 60
114.219250_30.559335_180_0, 80
114.160091_30.553628_0_0, 57
114.039921_30.759237_270_0, 23
114.126309_30.637969_180_0, 26
114.165256_30.571007_0_0, 65
114.221340_30.638289_0_0, 51
114.209586_30.437886_90_0, 20
114.210422_30.562089_0_0, 70
114.041228_30.709539_90_0, 29
114.224036_30.499274_90_0, 43
114.134349_30.617220_270_0, 72
114.129422_30.612688_0_0, 80
114.041781_30.638122_0_0, 58
114.189014_30.640606_180_0, 66
114.138135_30.613114_270_0, 61
114.141485_30.650539_180_0, 80
114.167981_30.599664_90_0, 10
114.048869_30.626134_0_0, 18
114.200447_30.537351_180_0, 48
114.158721_30.579569_0_0, 54
114.041941_30.774500_180_0, 10
114.179730_30.516570_180_0, 40
114.176142_30.548537_0_0, 0
114.164303_30.714327_90_0, 10
114.048557_30.632338_270_0, 47
114.137287_30.625089_0_0, 50
114.168489_30.552081_0_0, 25
114.172330_30.574388_180_0, 20
114.221570_30.606687_180_0, 40
114.040638_30.689736_270_0, 30
114.196578_30.574671_90_0, 55
114.195673_30.583101_180_0, 28
114.201361_30.533223_90_0, 66
114.230976_30.687416_0_0, 21
114.068596_30.685067_90_0, 17
114.209002_30.571793_90_0, 30
114.125555_30.599863_90_0, 50
114.105035_30.698798_270_0, 29
114.202984_30.588288_0_0, 70
114.208510_30.562763_90_0, 70
114.150695_30.615731_180_0, 71
114.120822_30.631363_0_0, 10
114.236314_30.572937_180_0, 50
114.219302_30.659142_90_0, 48
114.120543_30.615566_180_0, 59
114.219432_30.426481_270_0, 24
114.151098_30.622861_0_0, 58
114.235033_30.450107_270_0, 0
114.234637_30.581647_270_0, 20
114.198119_30.534254_90_0, 61
114.226358_30.493414_270_0, 47
114.211437_30.545691_0_0, 80
114.159636_30.560327_180_0, 58
113.999428_30.682531_180_0, 54
114.205768_30.511050_270_0, 48
114.164727_30.614072_180_0, 70
114.024028_30.643329_0_0, 27
114.164851_30.581965_0_0, 45
114.134340_30.676906_0_0, 10
114.142117_30.613264_0_0, 70
114.226653_30.495227_0_0, 48
114.202320_30.620881_270_0, 47
114.062238_30.620518_180_0, 26
114.166908_30.586647_180_0, 39
114.155552_30.559259_270_0, 47
114.178377_30.576065_270_0, 68
114.232977_30.491639_0_0, 19
114.041219_30.685267_0_0, 19
114.196548_30.678988_90_0, 40
114.152073_30.621090_90_0, 90
114.150421_30.590110_90_0, 20
114.129890_30.608529_180_0, 60
114.120762_30.616701_90_0, 70
114.145755_30.599197_0_0, 60
114.201505_30.564731_90_0, 80
114.214255_30.624918_90_0, 46
114.220977_30.578336_180_0, 54
114.207750_30.517759_270_0, 60
114.230205_30.447704_270_0, 13
114.067913_30.596047_0_0, 21
114.156554_30.539260_0_0, 30
114.197611_30.539572_90_0, 58
114.007428_30.672839_180_0, 20
114.138749_30.655087_90_0, 29
114.216548_30.502475_270_0, 26
114.173598_30.536516_90_0, 21
114.163679_30.677940_180_0, 40
114.164836_30.574357_270_0, 10
114.133812_30.707859_270_0, 30
114.146465_30.657891_0_0, 25
114.201061_30.679116_270_0, 30
114.222213_30.554684_270_0, 70
114.204729_30.549847_180_0, 64
114.221043_30.564562_90_0, 64
114.114178_30.674693_0_0, 21
114.208417_30.548354_270_0, 70
114.124090_30.732890_90_0, 30
114.232855_30.651975_0_0, 30
114.115406_30.600151_180_0, 21
114.225450_30.658876_270_0, 68
114.239496_30.450115_90_0, 52
114.120788_30.612276_180_0, 50
114.108934_30.700685_90_0, 48
114.213347_30.624885_270_0, 48
114.222499_30.568663_0_0, 80
114.183910_30.508579_90_0, 80
114.218749_30.502738_270_0, 47
114.221730_30.500583_0_0, 47
114.237820_30.676272_90_0, 19
114.193447_30.409882_90_0, 15
114.228768_30.595673_0_0, 70
114.230098_30.497700_90_0, 43
114.165662_30.563743_180_0, 22
114.239189_30.456194_270_0, 18
114.218283_30.492321_180_0, 31
114.216247_30.569457_0_0, 57
114.205846_30.500127_0_0, 55
114.120681_30.604549_0_0, 23
114.217341_30.501951_270_0, 40
114.212151_30.547031_180_0, 90
114.127654_30.722848_90_0, 50
114.182325_30.580535_270_0, 47
114.188926_30.401651_0_0, 8
114.192231_30.670030_0_0, 17
114.168599_30.691982_90_0, 24
114.197131_30.530924_0_0, 45
114.197234_30.600147_180_0, 44
114.117711_30.616553_0_0, 66
114.133158_30.708660_270_0, 23
114.040414_30.629504_90_0, 36
114.180737_30.598682_270_0, 18
114.126988_30.588724_270_0, 20
114.219154_30.525941_0_0, 70
114.218487_30.526547_270_0, 59
114.228780_30.493980_90_0, 28
114.236012_30.630050_90_0, 39
114.181764_30.683043_90_0, 19
114.194782_30.517547_0_0, 69
114.043572_30.786242_180_0, 18
114.205776_30.632143_180_0, 24
114.209291_30.535599_180_0, 40
114.161092_30.560466_90_0, 16
114.162003_30.586382_270_0, 25
114.234524_30.493645_270_0, 30
114.148146_30.574864_90_0, 57
114.205769_30.551430_270_0, 90
114.222790_30.446246_180_0, 11
114.204222_30.512021_90_0, 59
113.903486_30.719018_180_0, 22
114.240137_30.499156_90_0, 17
114.013766_30.666420_90_0, 21
114.039966_30.746530_90_0, 22
114.169777_30.599345_90_0, 20
114.139807_30.677223_90_0, 30
114.219257_30.559354_0_0, 70
114.200547_30.645300_270_0, 60
114.188670_30.527409_270_0, 80
114.203265_30.495898_270_0, 33
114.178512_30.580260_0_0, 20
114.208488_30.557831_90_0, 66
114.222748_30.509190_0_0, 22
114.120208_30.619391_90_0, 30
114.225214_30.625312_180_0, 55
114.204405_30.432555_270_0, 40
114.051820_30.681271_0_0, 20
114.185628_30.612202_270_0, 60
114.159712_30.638754_270_0, 26
113.978693_30.709845_0_0, 20
114.239412_30.604210_180_0, 47
114.162071_30.556665_90_0, 54
114.120008_30.622087_270_0, 21
114.239063_30.515535_0_0, 58
114.201999_30.545517_270_0, 30
114.190049_30.610626_270_0, 71
114.073100_30.597612_90_0, 29
114.229299_30.600865_180_0, 65
114.210959_30.507423_0_0, 55
113.989062_30.781059_90_0, 15
114.221534_30.565432_90_0, 70
114.186215_30.507045_180_0, 53
114.129174_30.616292_90_0, 69
114.143813_30.626013_180_0, 65
114.090442_30.624585_90_0, 11
114.222390_30.551820_0_0, 71
114.145090_30.713950_0_0, 46
114.145859_30.714414_0_0, 46
114.156584_30.589696_90_0, 40
114.120141_30.620289_270_0, 23
114.206475_30.565032_270_0, 68
114.234627_30.606085_180_0, 67
114.143371_30.609062_0_0, 40
114.146144_30.558733_180_0, 31
114.187384_30.585593_180_0, 30
114.205899_30.600490_270_0, 58
114.231945_30.586501_90_0, 60
114.113198_30.616393_180_0, 56
114.217285_30.553955_90_0, 64
114.238235_30.515982_180_0, 80
114.145817_30.544135_180_0, 40
114.139189_30.593841_270_0, 59
114.231313_30.587447_90_0, 60
114.171493_30.641293_270_0, 56
114.223083_30.476098_90_0, 20
114.169089_30.550314_90_0, 28
114.142683_30.646683_0_0, 80
114.218076_30.555794_90_0, 74
114.146305_30.676161_270_0, 40
114.125145_30.612504_180_0, 64
114.015609_30.652960_270_0, 21
114.218160_30.516425_0_0, 63
114.098522_30.699204_0_0, 20
114.203905_30.669373_90_0, 60
114.121015_30.609426_270_0, 48
113.988797_30.709835_270_0, 50
114.240833_30.607783_90_0, 65
114.200753_30.522166_180_0, 63
114.220659_30.577649_90_0, 53
114.225405_30.651555_270_0, 37
114.214383_30.558745_180_0, 59
114.183807_30.727377_180_0, 54
114.147099_30.620916_90_0, 73
114.140793_30.633556_0_0, 60
114.038248_30.618246_0_0, 54
114.189102_30.510687_180_0, 66
114.220663_30.490828_270_0, 40
114.158953_30.551113_0_0, 30
114.123712_30.583778_270_0, 10
114.158222_30.539772_0_0, 10
114.209457_30.590735_270_0, 40
114.119711_30.630439_180_0, 20
114.163509_30.658897_180_0, 60
114.009961_30.670273_180_0, 17
114.172279_30.672841_270_0, 40
114.047197_30.626822_180_0, 30
114.064889_30.625154_270_0, 24
114.225414_30.658932_270_0, 62
114.199275_30.624838_180_0, 23
114.163731_30.715013_270_0, 14
114.231536_30.572679_0_0, 54
114.233444_30.605645_0_0, 60
114.234494_30.493602_0_0, 42
114.151333_30.690379_0_0, 47
114.146923_30.594567_270_0, 35
114.211574_30.585952_90_0, 64
114.042598_30.617025_0_0, 10
114.230236_30.496123_90_0, 30
114.205929_30.563533_270_0, 70
114.223003_30.429303_0_0, 0
114.151740_30.672828_180_0, 10
114.235534_30.575811_90_0, 50
114.175876_30.642783_0_0, 20
114.225156_30.580172_90_0, 60
114.041855_30.729463_180_0, 19
114.120278_30.624805_270_0, 25
114.137299_30.624157_0_0, 60
114.240373_30.595231_270_0, 19
113.816324_30.743381_270_0, 19
113.821842_30.739539_90_0, 20
114.178538_30.639994_180_0, 30
114.043252_30.636642_0_0, 30
114.176631_30.618614_270_0, 70
114.231044_30.658957_0_0, 62
114.241077_30.550903_180_0, 41
114.165112_30.709797_270_0, 20
114.232139_30.489424_90_0, 30
114.233608_30.632805_270_0, 55
114.147550_30.629073_270_0, 69
114.193215_30.532797_270_0, 33
114.192449_30.533591_180_0, 80
114.140758_30.699758_90_0, 20
114.181335_30.540919_270_0, 20
114.125358_30.737356_180_0, 30
114.123712_30.583778_90_0, 10
114.203209_30.529962_90_0, 40
114.196283_30.704381_90_0, 17
114.069936_30.602731_270_0, 42
114.236234_30.629060_0_0, 52
114.232908_30.667515_0_0, 21
114.186167_30.624793_90_0, 21
114.218326_30.690134_180_0, 21
114.231313_30.603825_270_0, 40
114.230779_30.633995_0_0, 30
114.231767_30.604673_0_0, 40
114.160933_30.569476_90_0, 12
114.159313_30.559938_180_0, 21
114.195276_30.506847_0_0, 80
114.152618_30.558957_0_0, 55
114.173924_30.618456_180_0, 35
114.188811_30.566361_90_0, 55
114.164727_30.614072_90_0, 49
114.168283_30.552131_180_0, 30
114.203682_30.501409_0_0, 50
114.104560_30.597932_0_0, 45
114.135467_30.617439_0_0, 50
114.231828_30.487171_90_0, 23
114.080214_30.597772_270_0, 16
114.159194_30.717949_90_0, 25
114.206772_30.600261_90_0, 50
114.196700_30.586844_0_0, 20
114.168861_30.589504_270_0, 32
114.240118_30.631412_90_0, 70
114.204847_30.632364_180_0, 27
114.212935_30.443093_180_0, 15
114.240740_30.623221_270_0, 80
114.185171_30.396735_0_0, 17
114.238444_30.514273_270_0, 60
114.134080_30.620418_180_0, 80
114.221043_30.564562_180_0, 73
114.157074_30.621254_90_0, 14
114.240228_30.512962_270_0, 54
114.173147_30.568348_90_0, 30
114.226550_30.557553_90_0, 69
114.219842_30.491343_0_0, 30
114.239072_30.515598_90_0, 30
114.171368_30.617643_180_0, 30
114.195028_30.577462_180_0, 20
114.211647_30.585916_270_0, 60
114.187668_30.588305_270_0, 50
114.160208_30.649674_0_0, 57
114.145158_30.624426_90_0, 60
114.144314_30.558695_180_0, 24
114.196813_30.520157_90_0, 67
114.199870_30.542443_0_0, 54
114.198333_30.601610_90_0, 56
114.119026_30.637694_180_0, 20
114.158520_30.650539_180_0, 30
114.170561_30.574611_180_0, 20
114.229894_30.625507_90_0, 52
114.218895_30.578586_270_0, 55
114.140460_30.683707_180_0, 20
114.215975_30.520890_0_0, 31
114.156492_30.539615_270_0, 20
114.042136_30.725857_0_0, 20
114.216802_30.520440_90_0, 51
114.225765_30.621724_0_0, 50
114.177837_30.582071_90_0, 30
114.240434_30.549818_270_0, 30
114.186171_30.684252_180_0, 30
114.187745_30.670286_180_0, 10
114.219251_30.662592_90_0, 52
114.190478_30.582107_90_0, 57
114.163413_30.603996_270_0, 49
114.001295_30.679448_270_0, 19
114.181814_30.578811_270_0, 20
114.147110_30.558879_270_0, 56
114.165633_30.583726_270_0, 58
114.240157_30.565228_90_0, 90
114.054463_30.681867_180_0, 53
114.214911_30.657453_180_0, 70
114.115911_30.616488_180_0, 60
114.211511_30.564952_180_0, 72
114.062413_30.590992_180_0, 19
114.241281_30.575617_180_0, 50
114.153979_30.650562_180_0, 47
114.218963_30.470181_0_0, 50
114.212212_30.530103_270_0, 49
114.239232_30.511706_270_0, 19
114.231767_30.604673_180_0, 60
114.120339_30.623903_0_0, 36
114.212935_30.443093_270_0, 10
114.149006_30.716233_0_0, 30
114.230137_30.658818_270_0, 60
114.179996_30.602180_180_0, 44
114.191732_30.531036_270_0, 10
114.178733_30.726403_270_0, 19
114.040338_30.762831_270_0, 31
114.218279_30.425051_0_0, 10
114.230152_30.534460_180_0, 70
114.232887_30.657418_90_0, 26
114.183035_30.520517_0_0, 70
113.905918_30.718705_180_0, 24
114.025083_30.680656_90_0, 19
114.043448_30.785347_270_0, 42
114.188227_30.509655_270_0, 71
114.192617_30.408225_0_0, 16
114.208903_30.566149_0_0, 64
114.138496_30.602951_0_0, 59
114.196980_30.490203_270_0, 22
114.203091_30.530034_270_0, 54
114.169385_30.549442_0_0, 44
114.212323_30.514827_0_0, 75
114.227095_30.552924_0_0, 39
114.142116_30.614532_90_0, 30
114.036019_30.643949_0_0, 51
114.052769_30.590850_0_0, 40
114.160895_30.555276_90_0, 10
114.159442_30.634184_180_0, 43
114.190435_30.529590_90_0, 60
114.194873_30.517758_90_0, 54
113.988741_30.728491_270_0, 41
114.233745_30.539875_90_0, 44
114.147759_30.623249_270_0, 70
114.151829_30.612593_90_0, 70
114.119902_30.625696_180_0, 60
114.226380_30.515217_180_0, 26
114.033536_30.635588_180_0, 50
114.240729_30.623223_90_0, 70
114.226508_30.493592_90_0, 20
114.105945_30.699049_0_0, 18
114.221206_30.557910_270_0, 60
114.205180_30.550679_0_0, 80
114.206054_30.551447_0_0, 70
114.224104_30.430630_90_0, 29
114.125020_30.612499_0_0, 52
114.159878_30.611141_270_0, 50
114.177040_30.605399_90_0, 23
114.093643_30.595496_90_0, 26
114.222065_30.656355_180_0, 58
114.211409_30.565188_90_0, 80
114.165876_30.702555_0_0, 20
114.211919_30.547007_90_0, 70
114.229807_30.601376_180_0, 56
114.234808_30.565177_90_0, 70
114.205504_30.532524_0_0, 64
114.066432_30.594775_270_0, 40
114.064889_30.625154_0_0, 40
114.226041_30.619917_270_0, 53
114.138390_30.606924_90_0, 23
114.041725_30.718590_180_0, 19
114.156866_30.618378_90_0, 52
114.185429_30.523571_180_0, 40
114.175724_30.618564_0_0, 40
114.177308_30.612222_90_0, 50
114.166531_30.699866_90_0, 10
114.197970_30.602565_180_0, 50
114.041910_30.706034_270_0, 22
114.150242_30.620034_0_0, 57
114.168782_30.641545_270_0, 32
114.199995_30.424239_180_0, 28
114.019766_30.684155_90_0, 32
114.213769_30.597982_0_0, 30
114.108952_30.612290_0_0, 59
114.226177_30.619023_90_0, 46
114.193447_30.409882_180_0, 15
114.206329_30.592498_0_0, 68
114.206651_30.632012_180_0, 42
114.188835_30.604908_90_0, 57
114.145726_30.623688_270_0, 74
114.209777_30.560818_180_0, 70
114.027116_30.652952_270_0, 46
114.155519_30.559251_270_0, 46
114.105325_30.612705_270_0, 61
114.209356_30.562459_0_0, 60
114.189627_30.566795_270_0, 64
114.133005_30.620375_180_0, 63
114.208348_30.558023_270_0, 90
114.055355_30.682061_180_0, 54
114.118610_30.616597_90_0, 48
114.179585_30.516450_0_0, 70
114.165089_30.570554_90_0, 55
114.203012_30.536171_90_0, 55
114.167190_30.599187_270_0, 19
114.208488_30.557831_0_0, 73
114.078225_30.630328_90_0, 42
114.206379_30.570034_270_0, 39
114.194270_30.533235_270_0, 58
114.172798_30.609071_90_0, 62
114.153760_30.612666_0_0, 55
114.220348_30.501365_90_0, 43
114.216349_30.487427_90_0, 20
114.232441_30.427735_270_0, 18
114.215372_30.528354_90_0, 59
114.197343_30.618157_180_0, 23
114.202051_30.566077_270_0, 50
114.218232_30.565376_0_0, 60
114.055232_30.633307_90_0, 31
114.124238_30.624851_90_0, 50
114.222111_30.578953_90_0, 70
114.193928_30.533742_270_0, 52
114.211510_30.565394_0_0, 70
114.157394_30.539209_180_0, 20
114.160761_30.535681_0_0, 34
114.206013_30.639092_90_0, 50
114.219551_30.638719_0_0, 30
114.193215_30.532797_90_0, 50
113.988736_30.763845_180_0, 30
114.196415_30.489504_180_0, 50
114.239985_30.607478_180_0, 69
114.190992_30.530301_270_0, 70
114.196443_30.618154_90_0, 40
114.212323_30.514827_270_0, 80
114.232817_30.448053_0_0, 17
114.143637_30.620794_90_0, 74
114.049168_30.680710_90_0, 21
114.184262_30.637758_90_0, 30
114.165189_30.619270_0_0, 21
114.173225_30.574538_90_0, 40
114.154331_30.601840_90_0, 50
114.163780_30.638640_0_0, 17
114.136409_30.627724_180_0, 57
114.153522_30.629289_270_0, 72
114.225117_30.580566_0_0, 80
114.160208_30.649674_90_0, 38
114.219186_30.655211_180_0, 38
114.199394_30.532214_180_0, 40
114.238208_30.572958_270_0, 26
114.230770_30.498493_180_0, 31
114.171635_30.634573_90_0, 30
114.202849_30.587298_180_0, 56
114.181962_30.576093_0_0, 59
114.174305_30.605383_270_0, 20
113.988712_30.739366_180_0, 30
114.194043_30.595734_270_0, 55
114.213643_30.674054_90_0, 16
114.051629_30.647168_90_0, 49
114.166791_30.556490_180_0, 30
114.160640_30.614272_270_0, 58
114.219771_30.576674_90_0, 70
114.171106_30.589023_0_0, 49
114.228847_30.600079_180_0, 34
114.155566_30.591753_180_0, 20
114.191335_30.670080_270_0, 10
114.235581_30.629779_180_0, 70
114.153391_30.576791_0_0, 69
114.165179_30.708897_90_0, 25
114.157938_30.559080_270_0, 26
114.164727_30.614072_0_0, 65
114.239453_30.516418_180_0, 70
114.201333_30.537135_180_0, 60
114.224368_30.558096_90_0, 70
114.136772_30.633050_90_0, 50
114.200643_30.425015_270_0, 10
114.169618_30.651923_270_0, 30
114.228017_30.628090_90_0, 50
114.224329_30.579751_180_0, 52
114.167889_30.582182_270_0, 17
114.145787_30.626092_90_0, 60
114.186935_30.508032_90_0, 36
114.108716_30.685002_90_0, 17
114.151136_30.557198_90_0, 42
114.124570_30.625913_180_0, 47
114.204636_30.519723_0_0, 56
114.215405_30.512878_90_0, 33
114.139258_30.613157_0_0, 34
113.996283_30.688040_0_0, 40
113.988714_30.738465_270_0, 20
114.216223_30.580471_270_0, 46
114.146615_30.573397_180_0, 15
114.198294_30.534545_180_0, 42
113.984710_30.707289_270_0, 32
114.059741_30.607403_0_0, 30
114.093487_30.618542_270_0, 20
114.142887_30.625748_90_0, 60
114.202434_30.611826_0_0, 53
114.218076_30.605228_270_0, 90
114.127685_30.633766_90_0, 21
114.186641_30.586396_90_0, 60
114.104643_30.595441_90_0, 10
114.184416_30.395787_0_0, 10
114.056432_30.628884_90_0, 47
114.229751_30.601662_270_0, 50
114.222217_30.660329_270_0, 42
114.175770_30.575415_90_0, 56
114.179326_30.580884_180_0, 22
114.161525_30.561112_90_0, 49
114.146384_30.613419_270_0, 50
114.146162_30.558798_0_0, 40
114.044664_30.627844_0_0, 30
114.230753_30.637500_0_0, 40
114.165681_30.703442_0_0, 20
114.162307_30.603216_270_0, 40
114.212465_30.557164_180_0, 34
114.184370_30.395758_180_0, 16
114.157405_30.589142_180_0, 20
114.201757_30.564512_0_0, 72
114.209777_30.560818_90_0, 35
114.165719_30.561871_270_0, 15
113.987160_30.706091_0_0, 39
114.160931_30.569474_90_0, 12
114.224097_30.667633_90_0, 30
114.149980_30.559068_0_0, 39
114.232561_30.513965_90_0, 36
114.219166_30.517917_270_0, 62
114.141656_30.623719_90_0, 67
114.234259_30.540643_180_0, 50
114.205225_30.638145_0_0, 70
114.200433_30.573649_180_0, 40
114.185734_30.531261_90_0, 58
114.211533_30.624815_270_0, 40
114.156656_30.676615_270_0, 30
114.199450_30.530121_270_0, 50
114.196171_30.537163_90_0, 60
114.076310_30.603154_0_0, 24
114.164946_30.575530_270_0, 18
114.039630_30.756503_0_0, 17
114.040928_30.767262_90_0, 21
114.189450_30.601161_90_0, 53
114.121106_30.608170_0_0, 40
114.018844_30.661278_180_0, 18
114.149026_30.558779_90_0, 40
114.190025_30.528822_270_0, 62
114.129583_30.641864_180_0, 10
114.150543_30.626136_180_0, 60
114.204500_30.567387_90_0, 60
114.156677_30.674925_180_0, 20
114.142295_30.610988_180_0, 40
114.207911_30.556883_0_0, 70
114.052606_30.615000_90_0, 17
114.226609_30.581994_180_0, 65
114.202423_30.612727_180_0, 53
114.219257_30.559354_270_0, 63
114.206374_30.500884_270_0, 63
114.233406_30.492808_0_0, 45
114.167833_30.588681_0_0, 43
114.218281_30.469595_270_0, 27
114.240063_30.594040_0_0, 28
114.168756_30.568467_270_0, 40
114.157618_30.650523_270_0, 50
114.196638_30.584726_180_0, 74
114.161525_30.561112_0_0, 55
113.897697_30.720156_90_0, 36
114.236450_30.569883_90_0, 40
113.952548_30.693083_0_0, 38
114.044741_30.801582_90_0, 20
114.210197_30.561125_0_0, 57
114.225113_30.614200_180_0, 47
114.203762_30.592812_0_0, 70
114.040707_30.765516_180_0, 16
114.179796_30.547111_270_0, 0
114.129134_30.617189_0_0, 60
114.216618_30.532005_270_0, 40
114.224239_30.432471_270_0, 10
114.202637_30.599535_90_0, 10
114.012097_30.690548_270_0, 20
114.134349_30.617220_90_0, 40
114.204605_30.511570_180_0, 46
114.206791_30.536654_270_0, 62
114.159724_30.639999_270_0, 70
114.139947_30.657806_270_0, 30
114.227800_30.480163_180_0, 20
114.194519_30.534908_90_0, 10
114.160930_30.638720_180_0, 22
114.233918_30.556282_180_0, 50
114.187913_30.590384_270_0, 51
114.159182_30.587981_0_0, 30
113.988776_30.715512_270_0, 10
114.207139_30.566643_90_0, 30
114.206169_30.552369_180_0, 50
114.168712_30.582546_180_0, 10
114.207222_30.537449_90_0, 50
114.205244_30.500366_90_0, 30
114.053906_30.642264_90_0, 20
114.192332_30.567185_90_0, 40
114.082733_30.611430_270_0, 10
114.190438_30.670131_180_0, 0
114.080214_30.597772_180_0, 20
114.229024_30.494694_90_0, 10
114.213681_30.419247_0_0, 20
114.028390_30.651676_90_0, 54
114.055339_30.610931_180_0, 30
114.221771_30.500756_0_0, 40
114.177919_30.666203_180_0, 30
114.217871_30.422989_270_0, 20
114.226409_30.432015_270_0, 10
114.181658_30.514257_0_0, 66
114.166461_30.583742_90_0, 60
114.217345_30.603571_90_0, 64
114.200111_30.430850_0_0, 57
114.164400_30.581078_90_0, 25
114.183567_30.588595_270_0, 34
114.235216_30.447192_270_0, 26
114.201873_30.513500_0_0, 35
114.167998_30.599669_180_0, 30
114.174323_30.564736_0_0, 64
114.225184_30.522163_0_0, 62
114.186349_30.522971_90_0, 32
113.988744_30.765657_0_0, 30
114.220444_30.577527_90_0, 70
114.208709_30.559081_0_0, 60
114.093497_30.601267_0_0, 30
114.209064_30.587268_0_0, 30
114.223870_30.579882_180_0, 65
114.132637_30.596959_90_0, 70
114.190438_30.670131_90_0, 10
114.120208_30.619391_270_0, 26
114.137283_30.625129_0_0, 40
114.161322_30.653797_0_0, 31
114.143738_30.573611_270_0, 30
114.184418_30.539048_180_0, 20
114.052884_30.592391_180_0, 20
114.053009_30.589676_270_0, 20
114.116095_30.582526_180_0, 20
114.233349_30.668301_90_0, 40
114.175650_30.664484_180_0, 19
114.169468_30.656038_90_0, 23
114.192928_30.508266_270_0, 37
114.165826_30.577791_0_0, 30
114.237596_30.490168_270_0, 40
114.185043_30.590858_0_0, 20
114.212639_30.505013_180_0, 21
114.164978_30.572468_0_0, 34
114.189504_30.402586_270_0, 10
114.041952_30.774580_270_0, 15
114.231313_30.603825_180_0, 30
114.146406_30.613569_180_0, 40
114.029664_30.650395_0_0, 40
114.119885_30.612247_180_0, 20
114.230901_30.569914_90_0, 20
114.039877_30.747426_270_0, 22
114.236687_30.454089_180_0, 10
114.239905_30.512665_270_0, 53
114.222316_30.529145_270_0, 60
114.208022_30.493034_0_0, 25
